,Player,Matches,Innings,Not_Out,Runs,Ball_Faced,Hundreds,Fiftys,Zeros,Fours,Sixes,Average,Strike_Rate,Country,Highest_score
1813,SRD Wettimuny,3,3,1,136,242,0,2,0,16,0,68.0,56.19,Sri,67
1814,SS Cottrell,83,29,17,106,159,0,0,3,8,4,7.75,64.875,West,17
1815,SS Das,23,40,2,1326,3407,2,9,3,180,1,34.89,38.91,India,110
1816,SS Dighe,23,17,6,256,421,0,1,1,11,2,23.27,60.8,India,94
1817,SS Iyer,135,136,19,4760,4943,6,35,7,446,132,38.58,99.71,India,128
1818,SS Karim,34,27,4,362,560,0,1,2,27,2,15.73,64.64,India,55
1819,SS Pathirana,23,19,1,359,407,0,1,0,36,5,15.465,99.59,Sri,56
1820,SS Tiwary,3,2,2,49,56,0,0,0,5,1,0.0,87.5,India,37
1821,SSB Magala,14,8,4,52,42,0,0,1,3,4,20.0,131.94,South,18
1822,SSD Arachchige,6,4,0,111,163,0,1,0,6,1,25.83,71.13499999999999,Sri,57
1823,SSJ Brooks,55,65,2,1613,2581,2,8,10,157,31,24.30666666666667,74.15666666666667,West,111
1824,ST Finn,90,33,16,150,242,0,0,7,12,3,4.0,67.33,England,35
1825,ST Jayasuriya,582,647,35,20966,25829,42,103,53,2479,350,31.956666666666667,95.19333333333334,Sri,340
1826,ST de Silva,3,2,0,3,7,0,0,1,0,0,1.5,42.85,Sri,3
1827,STR Binny,23,23,4,459,608,0,2,3,48,7,22.599999999999998,90.80666666666667,India,78
1828,SV Manjrekar,111,131,16,4037,8383,5,24,6,319,11,35.185,51.485,India,218
1829,SV Samson,58,52,9,1371,1077,4,5,6,105,71,40.989999999999995,125.99,India,111
1830,SW Ambris,16,15,2,473,494,1,2,0,54,3,36.38,95.74,West,148
1831,SW Billings,64,55,7,1176,1133,1,7,2,114,24,25.485,110.99000000000001,England,118
1832,SW Tait,21,6,2,11,15,0,0,1,0,1,2.75,73.33,Australia,6
1833,Saad Nasim,6,5,1,143,177,0,1,1,9,2,35.75,81.42,Pakistan,77
1834,Saadat Ali,8,7,1,184,341,0,1,0,13,0,30.66,53.95,Pakistan,78
1835,Sabbir Rahman,125,128,14,2791,3155,1,14,13,302,59,24.313333333333333,88.49666666666667,Bangladesh,102
1836,Sadiq Mohammad,60,93,3,2962,3322,5,12,6,269,1,28.54,46.239999999999995,Pakistan,166
1837,Saeed Ahmed,41,78,4,2991,715,5,16,2,140,4,40.41,48.81,Pakistan,172
1838,Saeed Ajmal,212,146,48,866,1703,0,1,23,76,6,8.77,69.35000000000001,Pakistan,50
1839,Saeed Anwar,302,335,21,12876,18203,31,68,23,1473,111,42.365,68.22,Pakistan,194
1840,Saeed Azad,4,4,0,65,131,0,0,0,7,0,16.25,49.61,Pakistan,31
1841,Sahibzada Farhan,15,15,0,315,248,0,3,1,22,20,21.0,127.01,Pakistan,74
1842,Saif Hassan,11,16,1,211,371,0,1,5,28,5,13.725,66.52,Bangladesh,50
1843,Saiful Islam,7,4,2,37,59,0,0,0,3,0,18.5,62.71,Bangladesh,22
1844,Saim Ayub,53,57,3,1584,1659,3,7,5,172,51,37.46666666666667,99.36000000000001,Pakistan,113
1845,Sajedul Islam,3,6,0,18,47,0,0,1,2,0,3.0,38.29,Bangladesh,6
1846,Sajid Ali,13,12,0,130,293,0,0,0,10,0,10.83,44.36,Pakistan,28
1847,Sajid Khan,12,16,2,206,359,0,0,1,22,5,14.71,57.38,Pakistan,48
1848,Sajjad Ahmed,2,2,0,15,46,0,0,0,0,0,7.5,32.6,Bangladesh,11
1849,Salahuddin,5,8,2,117,0,0,0,0,0,0,19.5,0.0,Pakistan,34
1850,Saleem Altaf,21,31,12,276,546,0,1,4,11,1,14.52,20.32,Pakistan,53
1851,Saleem Elahi,61,71,5,2015,3318,4,10,9,212,11,27.835,55.400000000000006,Pakistan,135
1852,Saleem Malik,386,410,60,12938,20289,20,76,31,1192,41,38.285,62.87,Pakistan,237
1853,Saleem Yousuf,118,106,24,1823,2889,0,9,7,152,10,22.455,61.655,Pakistan,91
1854,Salman Butt,135,163,6,5209,8125,11,27,22,685,18,31.87,77.15333333333334,Pakistan,136
1855,Sami Aslam,17,29,1,836,2055,0,7,0,86,4,25.54,52.885,Pakistan,91
1856,Samiullah Shinwari,149,130,22,2824,3623,0,13,3,213,63,25.61,91.775,Afghanistan,96
1857,Samiur Rahman,2,2,0,4,7,0,0,1,0,0,2.0,57.14,Bangladesh,4
1858,Sandeep Sharma,2,1,1,1,1,0,0,0,0,0,0.0,100.0,India,1
1859,Sanuar Hossain,36,45,2,635,1340,0,1,3,63,0,15.379999999999999,47.5,Bangladesh,52
1860,Saqlain Mushtaq,218,176,52,1638,5037,1,2,26,127,11,13.165,37.65,Pakistan,101
1861,Sarfaraz Ahmed,232,228,48,6164,7608,6,35,7,562,36,32.74,94.42333333333333,Pakistan,118
1862,Sarfraz Nawaz,100,103,21,1266,1643,0,4,11,106,2,13.655000000000001,57.445,Pakistan,90
1863,Saud Shakeel,38,52,4,2066,3823,4,13,2,210,3,38.72,67.455,Pakistan,208
1864,Sayed Shirzad,6,2,0,26,19,0,0,0,2,2,13.0,98.525,Afghanistan,25
1865,Sediqullah Atal,19,18,0,434,524,1,2,0,35,13,18.51,73.12333333333333,Afghanistan,104
1866,Shabir Noori,11,11,0,206,318,0,1,2,22,3,17.05,73.495,Afghanistan,94
1867,Shadab Kabir,5,7,0,148,404,0,1,0,22,0,21.14,36.63,Pakistan,55
1868,Shadab Khan,188,113,27,1947,2041,0,8,9,145,57,25.74333333333333,96.18333333333332,Pakistan,86
1869,Shadman Islam,24,46,2,1207,2560,2,6,5,139,2,27.43,47.14,Bangladesh,120
1870,Shafiqullah,70,63,14,924,748,0,3,9,62,55,19.545,125.34,Afghanistan,56
1871,Shafiuddin Ahmed,11,10,6,22,66,0,0,3,1,0,5.5,33.33,Bangladesh,11
1872,Shafiul Islam,91,61,14,368,712,0,1,12,45,6,7.080000000000001,57.85999999999999,Bangladesh,53
1873,Shafqat Rana,5,7,0,221,0,0,2,1,13,1,31.57,0.0,Pakistan,95
1874,Shahadat Hossain,104,115,37,824,1823,0,0,15,102,7,10.148,56.444,Bangladesh,40
1875,Shaheedur Rahman,2,2,0,62,108,0,0,0,0,0,31.0,57.4,Bangladesh,37
1876,Shaheen Shah Afridi,176,106,38,723,1045,0,0,19,66,30,11.200000000000001,82.65333333333332,Pakistan,29
1877,Shahid Afridi,518,502,40,11148,9769,11,51,43,1047,474,26.11,118.21999999999998,Pakistan,156
1878,Shahid Mahboob,10,6,1,119,194,0,1,1,9,0,23.8,61.34,Pakistan,77
1879,Shahid Nazir,15,19,3,194,418,0,0,3,22,2,12.12,46.41,Pakistan,40
1880,Shahid Saeed,10,10,0,141,316,0,1,0,7,1,14.1,44.62,Pakistan,50
1881,Shahidullah,9,10,2,174,248,0,0,2,15,4,23.333333333333332,76.77666666666667,Afghanistan,49
1882,Shahnawaz Dahani,11,1,0,16,6,0,0,0,0,2,16.0,266.66,Pakistan,16
1883,Shahriar Hossain,23,24,0,461,920,0,2,4,50,0,19.425,47.33,Bangladesh,95
1884,Shahriar Nafees,100,124,5,3493,5452,5,20,15,469,9,27.61,90.8,Bangladesh,138
1885,Shahzaib Hasan,13,13,0,216,243,0,1,3,26,5,22.465,88.86,Pakistan,50
1886,Shakeel Ahmed,2,2,0,61,128,0,0,0,3,0,30.5,47.65,Pakistan,36
1887,Shakib Al Hasan,447,491,56,14730,18716,14,100,27,1513,135,32.75,88.56333333333333,Bangladesh,217
1888,Shamim Hossain,40,33,5,493,416,0,1,0,45,18,15.26,103.75999999999999,Bangladesh,51
1889,Shamsur Rahman,25,30,0,657,1075,1,3,5,75,13,20.92,74.94,Bangladesh,106
1890,Shan Masood,70,106,5,2938,5097,6,15,12,281,28,26.203333333333333,81.33,Pakistan,156
1891,Shapoor Zadran,80,40,23,94,225,0,0,7,5,6,5.275,41.7,Afghanistan,17
1892,Sharafuddin Ashraf,39,24,10,116,164,0,0,4,7,3,8.205,73.925,Afghanistan,21
1893,Shariful Haque,1,1,0,10,6,0,0,0,0,1,10.0,166.66,Bangladesh,10
1894,Sharjeel Khan,46,43,0,1218,1021,1,8,2,157,43,27.515,123.25500000000001,Pakistan,152
1895,Sheikh Salahuddin,6,5,3,24,136,0,0,0,0,0,12.0,17.64,Bangladesh,12
1896,Shivam Mavi,6,2,0,28,18,0,0,0,2,2,14.0,155.55,India,26
1897,Shoaib Akhtar,219,153,55,926,1837,0,0,23,81,33,8.623333333333333,81.24666666666667,Pakistan,47
1898,Shoaib Khan,4,4,0,65,74,0,1,1,7,0,16.25,87.83,Pakistan,50
1899,Shoaib Malik,445,428,79,11855,15282,12,61,23,1037,199,33.71666666666667,84.41333333333334,Pakistan,245
1900,Shoaib Mohammad,108,126,13,3974,8802,8,21,14,376,7,34.370000000000005,45.075,Pakistan,203
1901,Shoriful Islam,102,63,22,311,376,0,0,8,30,11,7.476666666666667,91.33666666666666,Bangladesh,26
1902,Shubman Gill,112,143,15,5968,7467,18,25,7,662,124,43.876666666666665,100.04666666666667,India,269
1903,Shujauddin,19,32,6,395,0,0,0,3,7,0,15.19,0.0,Pakistan,47
1904,Shuvagata Hom,17,22,7,349,558,0,1,3,41,1,24.893333333333334,79.07333333333334,Bangladesh,50
1905,Sikander Bakht,26,35,12,146,348,0,0,4,5,0,6.34,23.56,Pakistan,22
1906,Sir RJ Hadlee,201,232,36,4875,6930,2,19,16,446,58,24.384999999999998,66.42,New,151
1907,Sohag Gazi,40,39,8,566,801,1,0,3,53,16,17.08,81.47333333333333,Bangladesh,101
1908,Sohaib Maqsood,55,50,4,1054,1169,0,5,3,81,30,21.84,100.09,Pakistan,89
1909,Sohail Fazal,2,2,0,56,59,0,0,0,2,3,28.0,94.91,Pakistan,32
1910,Sohail Khan,14,13,3,253,329,0,1,0,34,8,12.6,88.41,Pakistan,65
1911,Sohail Tanvir,119,65,19,595,622,0,1,5,60,15,12.635,103.31,Pakistan,59
1912,Sohrawordi Shuvo,19,13,4,114,178,0,0,1,10,1,7.166666666666667,47.80666666666667,Bangladesh,20
1913,Soumya Sarkar,179,187,8,4491,4921,4,22,24,510,116,26.106666666666666,92.02,Bangladesh,169
1914,Subashis Roy,5,7,6,15,69,0,0,1,3,0,7.0,17.22,Bangladesh,12
1915,Sufiyan Muqeem,13,7,3,9,14,0,0,2,0,0,2.25,64.28,Pakistan,5
1916,Sunzamul Islam,4,2,0,43,80,0,0,0,4,0,21.5,61.004999999999995,Bangladesh,24
1917,Syed Rasel,66,42,16,125,289,0,0,7,14,0,4.3933333333333335,53.49666666666667,Bangladesh,19
1918,T Banton,24,22,1,532,422,0,3,0,53,23,26.33,122.505,England,73
1919,T Bavuma,148,192,22,6225,10216,9,33,18,673,58,34.6,85.01666666666667,South,172
1920,T Chanderpaul,10,19,2,560,1433,1,1,1,52,5,32.94,39.07,West,207
1921,T Hinds,2,1,1,5,3,0,0,0,1,0,0.0,166.66,West,5
1922,T Sangha,7,1,1,2,4,0,0,0,0,0,0.0,50.0,Australia,2
1923,T Shamsi,125,29,20,49,96,0,0,8,4,0,5.875,46.775000000000006,South,11
1924,T Stubbs,55,57,9,1466,1820,3,4,6,117,44,31.673333333333332,91.16666666666667,South,122
1925,T Thushara,54,43,9,490,633,0,1,7,45,9,9.733333333333333,63.07,Sri,54
1926,T de Zorzi,27,37,1,1123,1685,2,3,3,114,24,32.465,75.02499999999999,South,177
1927,TA Blundell,61,89,12,2495,4414,5,13,6,297,18,26.396666666666665,78.90333333333334,New,138
1928,TA Boult,253,161,82,1033,1608,0,1,16,105,39,11.030000000000001,76.01,New,52
1929,TA Ward,23,42,9,459,2,0,2,5,4,0,13.9,0.0,South,64
1930,TAM Siriwardana,54,52,4,1089,1187,0,5,6,87,36,24.24,98.70666666666666,Sri,68
1931,TB Burtt,10,15,3,252,0,0,0,1,10,1,21.0,0.0,New,42
1932,TB Robinson,15,15,2,326,260,0,2,2,30,11,21.9,116.315,New,75
1933,TB de Bruyn,15,27,1,494,1028,1,0,2,72,3,16.25,104.37,South,101
1934,TC Bruce,17,17,2,279,228,0,2,2,24,7,18.6,122.36,New,59
1935,TCB Fernando,26,18,9,161,391,0,0,2,15,0,16.825,44.45,Sri,45
1936,TD Astle,14,7,2,83,87,0,0,0,5,2,14.165,71.295,New,49
1937,TD Paine,80,99,14,2471,4652,1,14,7,272,12,22.75666666666667,78.00666666666666,Australia,111
1938,TE Bailey,61,91,14,2290,1099,1,10,7,162,2,29.74,25.29,England,134
1939,TE Blain,49,58,14,898,1863,0,2,8,89,8,21.595,52.36,New,78
1940,TE Jesty,10,10,4,127,182,0,1,2,10,2,21.16,69.78,England,52
1941,TG Evans,91,133,14,2439,600,2,8,17,191,7,20.49,45.5,England,104
1942,TG Hogan,16,12,4,72,95,0,0,1,7,2,9.0,75.78,Australia,27
1943,TG McIntosh,17,33,2,854,2359,2,4,5,98,7,27.54,36.2,New,136
1944,TG Shaw,9,6,4,26,35,0,0,1,1,0,13.0,74.28,South,17
1945,TG Southee,394,302,69,3288,3704,0,8,40,294,142,12.943333333333333,105.88,New,77
1946,TH David,44,37,11,858,494,1,3,4,61,62,33.0,173.68,Australia,102
1947,TJ Franklin,21,37,1,828,3131,1,4,2,83,1,23.0,26.44,New,101
1948,TJ Laughlin,6,5,1,105,160,0,1,0,6,1,26.25,65.62,Australia,74
1949,TJ Zoehrer,22,15,3,130,183,0,1,2,9,0,10.83,71.03,Australia,50
1950,TJE Andrews,16,23,1,592,137,0,4,0,49,0,26.9,53.28,Australia,94
1951,TK Canning,4,4,1,52,73,0,0,1,1,2,17.33,71.23,New,23
1952,TK Curran,58,30,16,367,377,0,0,2,30,9,24.265,104.33500000000001,England,47
1953,TL Best,57,55,15,494,840,0,1,10,59,7,7.343333333333334,102.15666666666668,West,95
1954,TL Goddard,41,78,5,2516,1063,1,18,4,132,6,34.46,36.12,South,112
1955,TL Seifert,75,71,9,1795,1276,0,12,5,156,86,24.54,123.82,New,97
1956,TM Chappell,20,13,0,229,365,1,0,2,18,0,17.61,62.73,Australia,110
1957,TM Dilshan,497,527,64,17671,21879,39,83,35,2011,112,36.14666666666667,90.77,Sri,193
1958,TM Dowlin,19,24,3,639,1159,1,4,2,69,2,41.50333333333333,70.09333333333333,West,100
1959,TM Head,172,209,17,7825,9182,15,42,12,913,152,39.27666666666667,110.57000000000001,Australia,175
1960,TM Moody,76,64,12,1211,1747,0,10,6,74,18,23.28,69.31,Australia,89
1961,TR Birt,4,3,0,31,33,0,0,0,3,1,10.33,93.93,Australia,17
1962,TR Veivers,21,30,4,813,1069,0,7,3,62,6,31.26,41.81,Australia,88
1963,TRO Payne,7,4,0,126,240,0,1,0,11,0,31.5,52.5,West,60
1964,TS Mills,15,5,2,8,12,0,0,2,0,1,2.66,66.66,England,7
1965,TT Bresnan,119,86,29,1087,1135,0,1,9,104,12,18.2,108.65,England,80
1966,TT Samaraweera,134,174,31,6324,12885,16,30,15,709,7,38.28,58.105000000000004,Sri,231
1967,TW Graveney,79,123,13,4882,4812,11,20,8,420,7,44.38,41.02,England,258
1968,TW Hayward,35,60,2,1999,5,3,12,7,122,0,34.46,0.0,England,137
1969,TW Jarvis,13,22,1,625,713,1,2,6,54,0,29.76,30.99,New,182
1970,TWM Latham,271,325,27,10711,17847,21,60,28,1071,87,32.93,80.67333333333333,New,264
1971,Tahir Naqqash,55,42,14,510,572,0,2,5,47,4,18.21,79.445,Pakistan,61
1972,Taijul Islam,75,106,12,951,2412,0,0,14,104,3,10.065000000000001,50.39,Bangladesh,47
1973,Talat Ali,10,18,2,370,147,0,2,2,34,1,23.12,28.57,Pakistan,61
1974,Talha Jubair,13,19,9,57,112,0,0,8,10,1,4.5,43.465,Bangladesh,31
1975,Tamim Iqbal,387,448,19,15192,20942,25,94,36,1760,188,33.39666666666667,84.66,Bangladesh,206
1976,Tanbir Hayder,2,2,0,5,16,0,0,0,0,0,2.5,31.25,Bangladesh,3
1977,Tanvir Ahmed,5,7,2,170,271,0,1,0,26,0,34.0,62.73,Pakistan,57
1978,Tanvir Islam,9,6,2,29,50,0,0,0,5,0,8.83,62.5,Bangladesh,8
1979,Tanzid Hasan,55,54,3,1203,1055,0,9,7,135,48,23.555,114.555,Bangladesh,84
1980,Tanzim Hasan Sakib,42,27,10,314,373,0,1,2,19,14,25.743333333333336,79.75,Bangladesh,50
1981,Tapash Baisya,77,81,19,720,1345,0,2,13,73,6,11.645,54.129999999999995,Bangladesh,66
1982,Tareq Aziz,13,14,11,48,220,0,0,3,4,0,18.5,25.285,Bangladesh,11
1983,Taskin Ahmed,174,110,34,694,1188,0,1,18,60,17,9.383333333333333,65.94333333333333,Bangladesh,75
1984,Taslim Arif,6,10,2,501,1042,1,2,1,44,0,62.62,48.08,Pakistan,210
1985,Taufeeq Umar,66,105,6,3467,7521,7,17,6,455,6,30.99,50.510000000000005,Pakistan,236
1986,Tauseef Ahmed,104,63,34,434,1215,0,0,9,25,0,14.1,39.86,Pakistan,35
1987,Tayyab Tahir,19,17,3,304,281,0,0,0,30,6,21.560000000000002,110.255,Pakistan,39
1988,Towhid Hridoy,81,74,9,1987,2062,1,12,4,125,60,30.765,103.05000000000001,Bangladesh,100
1989,Tushar Imran,46,50,0,663,1233,0,2,11,79,1,11.625,46.505,Bangladesh,65
1990,UC Hathurusingha,61,77,2,1943,4891,0,12,5,213,0,25.259999999999998,43.2,Sri,83
1991,UDU Chandana,163,135,18,2243,3446,0,7,8,185,28,22.04,61.8,Sri,92
1992,UT Khawaja,133,200,16,7848,14494,18,40,11,826,46,37.54333333333333,88.35333333333334,Australia,232
1993,UT Yadav,141,94,42,561,1038,0,0,13,52,25,13.703333333333333,71.93333333333334,India,31
1994,UWMBCA Welegedara,23,31,7,220,426,0,0,4,30,4,4.54,59.095,Sri,48
1995,Umar Akmal,221,219,33,5887,6609,3,34,19,507,125,32.053333333333335,91.58333333333333,Pakistan,129
1996,Umar Amin,30,25,1,413,515,0,1,3,43,6,16.915,92.285,Pakistan,59
1997,Umar Gul,237,159,36,1199,2002,0,1,31,110,44,9.606666666666667,74.95333333333333,Pakistan,65
1998,Umran Malik,8,2,2,5,2,0,0,0,1,0,0.0,250.0,India,4
1999,Usama Mir,5,4,1,7,7,0,0,1,1,0,2.33,100.0,Pakistan,5
2000,Usman Ghani,52,51,3,1221,1311,1,6,3,115,31,25.465,91.24000000000001,Afghanistan,118
2001,Usman Khan,21,19,1,290,246,0,1,0,26,8,20.215,111.965,Pakistan,52
2002,Usman Qadir,25,9,5,36,30,0,0,2,3,1,9.0,120.0,Pakistan,18
2003,Usman Shinwari,16,3,3,2,3,0,0,0,0,0,0.0,66.66,Pakistan,2
2004,V Dahiya,19,15,2,216,267,0,1,2,18,3,16.61,80.89,India,51
2005,V Kohli,550,617,89,27599,34856,82,143,38,2721,306,51.14000000000001,95.31666666666666,India,254
2006,V Pollard,35,61,7,1333,1253,2,8,4,113,5,28.92,42.005,New,116
2007,V Rathour,7,7,0,193,331,0,2,0,16,1,27.57,58.3,India,54
2008,V Sehwag,363,431,15,16892,18272,38,70,31,2354,237,35.559999999999995,110.66666666666667,India,319
2009,V Shankar,21,12,1,324,319,0,0,0,31,9,28.55,114.5,India,46
2010,V Subramanya,9,15,1,263,141,0,2,1,32,1,18.78,21.27,India,75
2011,V Viyaskanth,1,1,1,13,19,0,0,0,1,0,0.0,68.42,Sri,13
2012,V Yadav,19,12,2,118,116,0,0,2,7,2,11.8,101.72,India,34
2013,VA Holder,52,65,12,746,698,0,0,8,47,10,13.5,59.910000000000004,West,42
2014,VB Chandrasekhar,7,7,0,88,162,0,1,0,11,0,12.57,54.32,India,53
2015,VB John,51,29,15,137,272,0,0,7,10,1,9.965,49.709999999999994,Sri,27
2016,VB van Jaarsveld,5,5,0,24,38,0,0,1,0,0,4.75,62.605,South,12
2017,VC Drakes,46,37,7,480,993,0,1,4,60,7,14.635000000000002,50.575,West,67
2018,VD Philander,101,117,27,1944,4236,0,8,11,218,17,13.373333333333333,55.14000000000001,South,74
2019,VG Kambli,121,118,22,3561,5266,6,17,7,311,26,43.395,65.7,India,227
2020,VJ Marks,34,24,3,285,434,0,0,0,16,0,13.57,65.66,England,44
2021,VJ Scott,10,17,1,458,0,0,3,1,16,0,28.62,0.0,New,84
2022,VJ Wells,9,7,0,141,253,0,0,0,8,2,20.14,55.73,England,39
2023,VL Manjrekar,55,92,10,3208,0,7,15,11,186,0,39.12,0.0,India,189
2024,VL Mehra,8,14,1,329,0,0,2,1,16,0,25.3,0.0,India,62
2025,VM Merchant,10,18,0,859,0,3,3,2,21,0,47.72,0.0,India,154
2026,VR Brown,3,3,0,44,85,0,0,0,3,0,14.66,51.76,New,32
2027,VR Iyer,9,7,3,133,82,0,0,0,15,5,33.25,162.19,India,35
2028,VS Hazare,30,52,6,2192,1192,7,9,4,50,1,47.65,35.98,India,164
2029,VS Ransford,20,38,6,1211,1108,1,7,2,92,1,37.84,51.44,Australia,143
2030,VS Solanki,54,49,5,1173,1565,2,5,2,145,8,26.04,98.76,England,106
2031,VT Trumper,48,89,8,3163,1337,8,13,7,242,4,39.04,69.55,Australia,214
2032,VVS Laxman,220,308,41,11119,21067,23,66,17,1357,9,38.365,60.3,India,281
2033,VY Richardson,19,30,0,706,1242,1,1,5,63,1,23.53,50.08,Australia,138
2034,W Bardsley,41,66,5,2469,1839,6,14,6,187,3,40.47,58.56,Australia,193
2035,W Bruce,14,26,2,702,0,0,5,1,30,2,29.25,0.0,Australia,80
2036,W Jaffer,31,58,1,1944,4045,5,11,6,272,3,34.1,48.05,India,212
2037,W Larkins,25,24,0,591,1047,1,0,3,67,3,24.62,56.44,England,124
2038,W Mathias,21,36,3,783,0,0,3,3,17,0,23.72,0.0,Pakistan,77
2039,W Rhodes,58,98,21,2325,1773,2,11,6,102,1,30.19,40.6,England,179
2040,W Watson,84,61,16,965,443,2,3,6,69,4,16.830000000000002,39.47,New,116
2041,WA Brown,22,35,1,1592,2717,4,9,1,81,1,46.82,38.71,Australia,206
2042,WA Hadlee,11,19,1,543,0,1,2,1,37,0,30.16,0.0,New,116
2043,WA Shalders,12,23,1,355,0,0,0,4,18,0,16.13,0.0,South,42
2044,WA Young,86,101,7,3081,4630,4,22,6,358,42,30.060000000000002,77.8,New,120
2045,WAS Oldfield,54,80,17,1427,2491,0,4,9,79,1,22.65,34.96,Australia,65
2046,WB Phillips,75,89,8,2337,4185,2,13,2,247,10,28.310000000000002,64.225,Australia,159
2047,WD Parnell,129,66,28,748,903,0,1,4,56,13,18.95,88.025,South,56
2048,WG Grace,22,36,2,1098,423,2,5,2,55,1,32.29,51.06,England,170
2049,WG Jacks,44,40,0,955,840,0,4,3,91,32,25.020000000000003,118.905,England,94
2050,WH Ponsford,29,48,4,2122,3118,7,6,1,119,0,48.22,44.77,Australia,266
2051,WIA Fernando,90,87,3,1965,2195,4,9,10,193,39,21.415,90.53,Sri,127
2052,WJ Cronje,256,286,40,9279,15597,8,62,19,775,127,37.525,60.55,South,135
2053,WJ Edrich,39,63,2,2440,1959,6,13,3,208,9,40.0,30.57,England,219
2054,WJ Lubbe,2,2,0,16,10,0,0,0,4,0,8.0,160.0,South,12
2055,WK Lees,52,61,9,993,938,1,1,5,81,9,17.44,54.82,New,152
2056,WKD Perkins,1,1,0,9,11,0,0,0,1,0,9.0,81.81,West,9
2057,WKM Benjamin,106,78,13,768,1187,0,2,14,69,14,13.125,66.78,West,85
2058,WL Murdoch,18,33,5,896,1021,2,1,3,69,0,32.0,39.76,Australia,211
2059,WM Darling,32,45,2,1060,1686,0,7,1,87,1,24.075000000000003,50.065,Australia,91
2060,WM Lawry,67,123,12,5234,7154,13,27,6,433,15,47.15,39.34,Australia,210
2061,WM Wallace,13,21,0,439,0,0,5,0,25,2,20.9,0.0,New,66
2062,WM Woodfull,35,54,4,2300,4399,7,13,6,111,0,46.0,31.12,Australia,161
2063,WP Saha,40,56,10,1353,2973,3,6,6,129,14,29.41,45.5,India,117
2064,WPUJC Vaas,438,383,108,5140,9859,1,14,37,504,38,23.679999999999996,65.61666666666667,Sri,100
2065,WR Endean,28,52,4,1630,0,3,8,3,60,1,33.95,0.0,South,162
2066,WR Hammond,85,140,16,7249,7491,22,24,4,419,27,58.45,38.07,England,336
2067,WRS de Silva,3,2,1,10,38,0,0,0,2,0,10.0,26.31,Sri,5
2068,WS Farrer,6,10,2,221,0,0,0,0,19,0,27.62,0.0,South,40
2069,WS Jayantha,17,17,2,400,530,0,2,2,54,4,26.66,75.47,Sri,74
2070,WU Tharanga,291,306,21,9102,12675,18,45,26,1078,73,27.340000000000003,84.64,Sri,174
2071,WV Raman,38,46,2,1065,2292,1,7,10,102,6,24.305,46.745000000000005,India,114
2072,WVS Ling,6,10,0,168,0,0,0,3,13,1,16.8,0.0,South,38
2073,WW Armstrong,50,84,10,2863,2185,6,8,6,191,7,38.68,54.82,Australia,159
2074,WW Hall,48,66,14,818,465,0,2,7,50,6,15.73,50.1,West,50
2075,WW Hinds,169,196,12,5518,9893,10,28,15,632,66,23.00666666666667,62.163333333333334,West,213
2076,WW Wade,11,19,1,511,233,1,3,3,7,1,28.38,30.47,South,125
2077,Wafadar Momand,2,3,1,12,33,0,0,1,2,0,6.0,36.36,Afghanistan,6
2078,Wahab Riaz,154,125,26,1200,1699,0,3,23,97,42,11.943333333333333,84.81666666666666,Pakistan,54
2079,Wajahatullah Wasti,21,25,1,678,1518,2,1,1,76,5,29.905,44.9,Pakistan,133
2080,Waqar Hasan,21,35,1,1071,0,1,6,0,3,1,31.5,0.0,Pakistan,189
2081,Waqar Salamkheil,1,1,1,1,4,0,0,0,0,0,0.0,25.0,Afghanistan,1
2082,Waqar Younis,349,259,66,1979,3551,0,0,36,191,37,10.25,57.5,Pakistan,45
2083,Washington Sundar,89,59,16,1195,2059,1,6,7,100,32,27.38,83.18666666666667,India,101
2084,Wasim Akram,460,427,74,6615,9597,3,13,45,571,178,19.58,70.575,Pakistan,257
2085,Wasim Bari,132,138,39,1587,2186,0,6,19,107,2,16.44,42.385000000000005,Pakistan,85
2086,Wasim Raja,111,137,24,3603,4814,4,20,14,333,38,29.25,59.105000000000004,Pakistan,125
2087,Wazir Mohammad,20,33,4,801,0,2,3,8,47,0,27.62,0.0,Pakistan,189
2088,XC Balaskas,9,13,1,174,0,1,0,5,0,0,14.5,0.0,South,122
2089,XC Bartlett,8,3,0,14,18,0,0,1,2,0,4.66,77.77,Australia,9
2090,XJ Doherty,71,27,19,119,201,0,0,2,6,1,16.21,80.38499999999999,Australia,15
2091,XM Marshall,37,42,3,714,1110,1,2,7,83,19,18.033333333333335,81.08666666666666,West,157
2092,Y Cariah,16,9,3,96,170,0,1,0,6,1,7.75,65.51,West,52
2093,Y Goonasekera,5,7,0,117,249,0,0,0,11,0,17.5,49.72,Sri,35
2094,Y Venugopal Rao,16,11,2,218,363,0,1,2,16,3,24.22,60.05,India,61
2095,YBK Jaiswal,46,66,4,2812,3603,6,17,7,338,79,42.94,115.17500000000001,India,214
2096,YK Pathan,79,59,16,1046,874,2,3,10,73,60,22.575,130.09,India,123
2097,YS Chahal,152,20,9,83,154,0,0,1,8,0,5.775,50.375,India,18
2098,Yamin Ahmadzai,18,19,3,64,205,0,0,5,5,3,2.3833333333333333,53.169999999999995,Afghanistan,19
2099,Yashpal Sharma,79,99,20,2489,5019,2,13,4,192,17,30.965000000000003,48.92,India,140
2100,Yasir Ali,26,29,4,435,648,0,2,2,46,9,17.023333333333333,92.62,Bangladesh,55
2101,Yasir Arafat,24,19,7,166,189,0,0,0,15,3,13.97,91.86,Pakistan,27
