,Country,Player,Span,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes
272,Australia,MC Henriques,2009-2021,16,15,2,117,22,9.00,192,60.93,-,-,-,10,0
273,Australia,GD McGrath,1993-2007,249,67,38,115,11,3.96,235,48.93,-,-,13,7,0
274,Australia,MJ Cosgrove,2006-2006,3,3,-,112,74,37.33,116,96.55,-,1,-,12,2
275,Australia,PM Toohey,1978-1979,5,4,2,105,54*,52.50,133,78.94,-,1,-,5,0
276,Australia,TJ Laughlin,1978-1979,6,5,1,105,74,26.25,160,65.62,-,1,-,6,1
277,Australia,XJ Doherty,2010-2015,60,23,16,101,15*,14.42,184,54.89,-,-,2,5,1
278,Australia,MG Hughes,1988-1993,33,17,8,100,20,11.11,134,74.62,-,-,3,6,4
279,Australia,J Fraser-McGurk,2024-2025,7,7,-,98,41,14.00,74,132.43,-,-,-,13,4
280,Australia,RB Kerr,1985-1985,4,4,1,97,87*,32.33,159,61.00,-,1,-,5,0
281,Australia,JA Richardson,2018-2022,15,9,4,93,29,18.60,107,86.91,-,-,-,7,0
282,Australia,RD Robinson,1977-1977,2,2,-,82,70,41.00,143,57.34,-,1,-,7,1
283,Australia,MHN Walker,1974-1981,17,11,3,79,20,9.87,170,46.47,-,-,1,6,0
284,Australia,MF Kent,1981-1981,5,5,1,78,33,19.50,133,58.64,-,-,-,6,0
285,Australia,AC Dale,1997-2000,30,12,8,78,15*,19.50,136,57.35,-,-,1,3,0
286,Australia,NM Lyon,2012-2019,29,14,10,77,30,19.25,83,92.77,-,-,1,7,2
287,Australia,L Ronchi,2008-2008,4,2,-,76,64,38.00,37,205.40,-,1,-,6,6
288,Australia,AP Sheahan,1972-1972,3,3,-,75,50,25.00,124,60.48,-,1,-,6,1
289,Australia,CA Lynn,2017-2018,4,4,-,75,44,18.75,89,84.26,-,-,1,5,3
290,Australia,KW Richardson,2013-2020,25,12,7,75,24*,15.00,68,110.29,-,-,2,7,4
291,Australia,MS Kasprowicz,1995-2005,43,13,9,74,28*,18.50,89,83.14,-,-,2,6,1
292,Australia,CS Serjeant,1977-1978,3,3,-,73,46,24.33,158,46.20,-,-,-,7,1
293,Australia,NT Ellis,2022-2025,12,9,4,73,18,14.60,68,107.35,-,-,1,3,5
294,Australia,TG Hogan,1983-1984,16,12,4,72,27,9.00,95,75.78,-,-,1,7,2
295,Australia,SR Clark,2005-2009,39,12,7,69,16*,13.80,88,78.40,-,-,1,6,1
296,Australia,RJ Bright,1974-1986,11,8,4,66,19*,16.50,122,54.09,-,-,1,3,1
297,Australia,JR Philippe,2021-2021,3,3,-,65,39,21.66,89,73.03,-,-,-,8,2
298,Australia,B Yardley,1978-1983,7,4,-,58,28,14.50,98,59.18,-,-,1,1,0
299,Australia,AJ Tye,2018-2018,7,7,3,57,19,14.25,48,118.75,-,-,-,5,2
300,Australia,RJ Campbell,2002-2002,2,2,-,54,38,27.00,70,77.14,-,-,-,6,0
301,Australia,AJ Woodcock,1974-1974,1,1,-,53,53,53.00,67,79.10,-,1,-,5,1
302,Bangladesh,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
303,Bangladesh,Tamim Iqbal,2007-2023,243,240,12,8357,158,36.65,10642,78.52,14,56,19,925,103
304,Bangladesh,Mushfiqur Rahim,2006-2025,274,256,42,7795,144,36.42,9780,79.70,9,49,12,617,100
305,Bangladesh,Shakib Al Hasan,2006-2023,247,234,31,7570,134*,37.29,9138,82.84,9,56,12,699,54
306,Bangladesh,Mahmudullah,2007-2025,239,209,53,5689,128*,36.46,7327,77.64,4,32,10,425,107
307,Bangladesh,Mohammad Ashraful,2001-2013,175,168,13,3468,109,22.37,4946,70.11,3,20,13,354,29
308,Bangladesh,Litton Das,2015-2025,95,94,8,2569,176,29.87,2990,85.91,5,12,16,274,45
309,Bangladesh,Imrul Kayes,2008-2018,78,78,2,2434,144,32.02,3423,71.10,4,16,2,238,37
310,Bangladesh,Shahriar Nafees,2005-2011,75,75,5,2201,123*,31.44,3167,69.49,4,13,11,277,7
311,Bangladesh,Soumya Sarkar,2014-2025,76,71,4,2198,169,32.80,2282,96.31,3,13,9,256,52
312,Bangladesh,Habibul Bashar,1995-2007,111,105,5,2168,78,21.68,3586,60.45,-,14,18,183+,10
313,Bangladesh,Aftab Ahmed,2004-2010,85,85,6,1954,92,24.73,2353,83.04,-,14,8,205,49
314,Bangladesh,Khaled Mashud,1995-2006,126,110,27,1818,71*,21.90,3315,54.84,-,7,8,124+,5+
315,Bangladesh,Mashrafe Mortaza,2001-2020,218,156,28,1773,51*,13.85,2021,87.72,-,1,15,150,62
316,Bangladesh,Mehidy Hasan Miraz,2017-2025,108,79,11,1654,112*,24.32,2142,77.21,2,6,5,142,28
317,Bangladesh,Najmul Hossain Shanto,2018-2025,52,51,3,1602,122*,33.37,2021,79.26,3,10,7,171,15
318,Bangladesh,Anamul Haque,2012-2024,49,46,-,1352,120,29.39,1808,74.77,3,5,6,136,27
319,Bangladesh,Sabbir Rahman,2014-2019,66,59,7,1333,102,25.63,1461,91.23,1,6,5,153,24
320,Bangladesh,Javed Omar,1995-2007,59,59,4,1312,85*,23.85,2528,51.89,-,10,2,139,5
321,Bangladesh,Raqibul Hasan,2008-2011,55,54,7,1308,89,27.82,2133,61.32,-,8,6,102,8
322,Bangladesh,Nasir Hossain,2011-2018,65,52,8,1281,100,29.11,1605,79.81,1,6,4,112,15
323,Bangladesh,Alok Kapali,2002-2011,69,66,3,1235,115,19.60,1817,67.96,1,5,5,101,10
324,Bangladesh,Junaid Siddique,2007-2011,54,53,1,1196,100,23.00,1753,68.22,1,6,6,118,7
325,Bangladesh,Mohammad Rafique,1995-2007,123,104,16,1190,77,13.52,1657,71.81,-,2,15,110,29
326,Bangladesh,Towhid Hridoy,2023-2025,38,34,3,1087,100,35.06,1343,80.93,1,9,1,65,23
327,Bangladesh,Rajin Saleh,2003-2006,43,43,1,1005,108*,23.92,1833,54.82,1,6,5,94,3
328,Bangladesh,Khaled Mahmud,1998-2006,77,72,3,991,50,14.36,1461,67.83,-,1,9,90,7
329,Bangladesh,Akram Khan,1988-2003,44,44,2,976,65,23.23,1721,56.71,-,5,3,73+,2+
330,Bangladesh,Naeem Islam,2008-2014,59,51,15,975,84,27.08,1473,66.19,-,5,5,84,13
331,Bangladesh,Aminul Islam,1988-2002,39,39,5,794,70,23.35,1403,56.59,-,3,5,57,2
332,Bangladesh,Abdur Razzak,2004-2014,153,97,39,779,53*,13.43,1020,76.37,-,1,12,55,21
333,Bangladesh,Mohammad Mithun,2014-2021,34,30,4,714,73*,27.46,921,77.52,-,6,2,61,16
334,Bangladesh,Afif Hossain,2020-2024,34,30,6,667,93*,27.79,753,88.57,-,3,3,65,10
335,Bangladesh,Mosaddek Hossain,2016-2022,43,35,10,634,52*,25.36,766,82.76,-,3,1,58,13
336,Bangladesh,Tushar Imran,2001-2007,41,40,-,574,65,14.35,970,59.17,-,2,8,67,1
337,Bangladesh,Mominul Haque,2012-2018,28,26,1,557,60,22.28,749,74.36,-,3,1,60,1
338,Bangladesh,Tanzid Hasan,2023-2025,26,25,-,548,84,21.92,547,100.18,-,4,3,71,16
339,Bangladesh,Athar Ali Khan,1988-1998,19,19,1,532,82,29.55,945,56.29,-,3,3,46+,3+
340,Bangladesh,Naimur Rahman,1995-2002,29,27,2,488,47,19.52,771,63.29,-,-,3,42,5
341,Bangladesh,Minhajul Abedin,1986-1999,27,26,2,453,68*,18.87,909,49.83,-,2,3,26+,0+
342,Bangladesh,Mehrab Hossain,1998-2003,18,18,-,449,101,24.94,763,58.84,1,2,2,48,3
343,Bangladesh,Farhad Reza,2006-2011,34,31,6,412,50,16.48,636,64.77,-,1,2,39,8
344,Bangladesh,Hannan Sarkar,2002-2004,20,20,-,383,61,19.15,713,53.71,-,3,2,36,2
345,Bangladesh,Al Sahariar,1999-2003,29,29,1,374,62*,13.35,709,52.75,-,2,6,45,1
346,Bangladesh,Jaker Ali,2024-2025,10,10,2,366,68,45.75,443,82.61,-,3,-,24,14
347,Bangladesh,Shahriar Hossain,1997-2004,20,19,-,362,95,19.05,682,53.07,-,2,4,36+,0+
348,Bangladesh,Mohammad Saifuddin,2017-2021,29,19,9,362,51*,36.20,422,85.78,-,2,1,29,6
349,Bangladesh,Mushfiqur Rahman,2000-2004,28,25,3,360,49,16.36,690,52.17,-,-,4,29,1
350,Bangladesh,Tapash Baisya,2002-2007,56,41,13,336,35*,12.00,576,58.33,-,-,4,26,4
351,Bangladesh,Manjural Islam Rana,2003-2006,25,21,5,331,63,20.68,668,49.55,-,1,1,21,1
352,Bangladesh,Nafees Iqbal,2003-2005,16,16,-,309,58,19.31,568,54.40,-,2,1,32,2
353,Bangladesh,Sanuar Hossain,1998-2003,27,27,2,290,52,11.60,597,48.57,-,1,2,23,0
354,Bangladesh,Mehrab Hossain jnr,2006-2009,18,16,-,276,54,17.25,642,42.99,-,1,1,24,0
355,Bangladesh,Jahurul Islam,2010-2013,14,13,1,270,53,22.50,371,72.77,-,1,2,25,2
356,Bangladesh,Shamsur Rahman,2013-2014,10,10,-,266,96,26.60,350,76.00,-,2,2,23,9
357,Bangladesh,Enamul Haque,1990-2002,29,26,5,236,32,11.23,479,49.26,-,-,1,18+,0
358,Bangladesh,Taskin Ahmed,2014-2025,81,45,13,233,21,7.28,413,56.41,-,-,9,15,8
359,Bangladesh,Nasum Ahmed,2022-2024,18,11,2,186,44,20.66,205,90.73,-,-,-,18,7
360,Bangladesh,Sohag Gazi,2012-2014,20,16,4,184,30,15.33,213,86.38,-,-,-,18,4
361,Bangladesh,Hasibul Hossain,1995-2004,32,26,6,172,21*,8.60,247,69.63,-,-,3,10+,5+
362,Bangladesh,Mustafizur Rahman,2015-2025,112,57,35,166,20,7.54,339,48.96,-,-,10,18,1
363,Bangladesh,Nurul Hasan,2016-2023,7,5,3,165,45*,82.50,174,94.82,-,-,-,15,3
364,Bangladesh,Nazimuddin,2008-2012,11,11,-,147,47,13.36,237,62.02,-,-,-,18,2
365,Bangladesh,Rubel Hossain,2009-2021,104,53,24,144,17,4.96,277,51.98,-,-,11,14,2
366,Bangladesh,Tanzim Hasan Sakib,2023-2025,13,9,3,134,45,22.33,159,84.27,-,-,1,9,6
367,Bangladesh,Shafiul Islam,2010-2020,60,34,12,134,24*,6.09,240,55.83,-,-,9,13,2
368,Bangladesh,Dhiman Ghosh,2008-2008,14,12,3,126,30,14.00,201,62.68,-,-,3,9,1
369,Bangladesh,Ziaur Rahman,2013-2014,13,11,-,124,41,11.27,110,112.72,-,-,3,13,6
370,Bangladesh,Mahedi Hasan,2021-2023,11,10,2,122,29*,15.25,188,64.89,-,-,-,10,2
371,Bangladesh,Taijul Islam,2014-2024,20,12,1,110,39*,10.00,174,63.21,-,-,1,10,1
372,Bangladesh,Parvez Hossain Emon,2025-2025,3,3,-,108,67,36.00,129,83.72,-,1,-,13,3
373,Bangladesh,Faruk Ahmed,1988-1999,7,7,-,105,57,15.00,273,38.46,-,1,1,6+,0+
374,Bangladesh,Yasir Ali,2022-2023,9,7,-,102,50,14.57,114,89.47,-,1,1,8,4
375,Bangladesh,Shoriful Islam,2021-2024,40,23,10,101,16,7.76,120,84.16,-,-,1,7,4
376,Bangladesh,Rishad Hossain,2023-2025,9,7,2,99,48*,19.80,70,141.42,-,-,1,8,8
377,Bangladesh,Sohrawordi Shuvo,2010-2011,17,10,3,98,20*,14.00,135,72.59,-,-,-,9,1
378,Bangladesh,Azhar Hossain,1988-1990,7,7,-,96,54,13.71,266,36.09,-,1,-,5+,0+
379,Bangladesh,Mohammad Naim,2020-2023,8,7,-,95,28,13.57,157,60.50,-,-,1,13,0
380,Bangladesh,Mahbubul Alam,2009-2009,5,2,-,81,59,40.50,71,114.08,-,1,-,3,4
381,Bangladesh,Syed Rasel,2005-2010,52,27,11,81,15,5.06,185,43.78,-,-,5,7,0
382,Bangladesh,Shahadat Hossain,2006-2013,51,27,17,79,16*,7.90,151,52.31,-,-,3,7,1
383,Bangladesh,Shuvagata Hom,2011-2011,4,3,1,70,35*,35.00,86,81.39,-,-,-,9,0
384,Bangladesh,Shamim Hossain,2023-2025,6,6,-,67,22,11.16,85,78.82,-,-,-,3,3
385,Bangladesh,Shaheedur Rahman,1986-1986,2,2,-,62,37,31.00,108,57.40,-,-,-,-,-
386,Bangladesh,Dolar Mahmud,2008-2009,7,4,-,61,41,15.25,44,138.63,-,-,2,5,4
387,Bangladesh,Gazi Ashraf,1986-1990,7,7,-,59,18,8.42,239,24.68,-,-,1,1+,0+
388,Bangladesh,Ehsanul Haque,2002-2003,6,6,-,57,20,9.50,129,44.18,-,-,1,6,0
389,Bangladesh,Mafizur Rahman,1997-1997,4,4,1,53,16,17.66,104,50.96,-,-,-,3+,0+
390,Bangladesh,Mohammad Sharif,2001-2007,9,9,5,53,13*,13.25,102,51.96,-,-,1,1,0
391,Bangladesh,Manjural Islam,1999-2003,34,22,13,53,13,5.88,134,39.55,-,-,4,4,0
392,Bangladesh,Hasan Mahmud,2021-2025,24,15,4,49,15,4.45,107,45.79,-,-,5,6,0
393,Bangladesh,Arafat Sunny,2014-2015,16,11,7,48,15,12.00,92,52.17,-,-,1,5,0
394,Bangladesh,Golam Faruq,1986-1990,5,4,2,44,23*,22.00,104,42.30,-,-,-,0+,0+
395,Bangladesh,Faisal Hossain,2004-2010,6,5,1,43,17,10.75,91,47.25,-,-,1,3,1
396,Bangladesh,Anwar Hossain,2002-2002,1,1,-,42,42,42.00,107,39.25,-,-,-,6,0
397,Bangladesh,Saiful Islam,1990-1997,7,4,2,37,22*,18.50,59,62.71,-,-,-,3,0
398,Bangladesh,Nazmul Hossain,2004-2012,38,21,13,35,6*,4.37,128,27.34,-,-,4,0,0
399,Bangladesh,Mosharraf Hossain,2008-2016,5,5,1,26,8,6.50,75,34.66,-,-,-,0,0
400,Bangladesh,Tareq Aziz,2002-2004,10,8,7,26,11*,26.00,73,35.61,-,-,1,2,0
401,Bangladesh,Nasir Ahmed,1988-1990,7,4,2,25,11,12.50,62,40.32,-,-,-,1+,0+
402,Bangladesh,Rafiqul Alam,1986-1986,2,2,-,24,14,12.00,63,38.09,-,-,-,-,-
403,Bangladesh,Sheikh Salahuddin,1997-1997,6,5,3,24,12,12.00,136,17.64,-,-,-,0+,0+
404,Bangladesh,Shafiuddin Ahmed,1997-2000,11,10,6,22,11,5.50,66,33.33,-,-,3,1+,0+
405,Bangladesh,Sunzamul Islam,2017-2018,3,1,-,19,19,19.00,24,79.16,-,-,-,3,0
406,Bangladesh,Jamaluddin Ahmed,2003-2003,1,1,1,18,18*,-,28,64.28,-,-,-,2,0
407,Bangladesh,Raqibul Hasan,1986-1986,2,2,-,17,12,8.50,65,26.15,-,-,-,-,0+
408,Bangladesh,Tanvir Islam,2025-2025,3,3,-,17,8,5.66,34,50.00,-,-,-,4,0
409,Bangladesh,Jahangir Shah,1986-1990,5,4,2,16,8*,8.00,62,25.80,-,-,1,0+,0+
410,Bangladesh,Sajjad Ahmed,1995-1995,2,2,-,15,11,7.50,46,32.60,-,-,-,0,0
411,Bangladesh,Nurul Abedin,1986-1990,4,4,-,15,13,3.75,55,27.27,-,-,2,0+,0+
412,Bangladesh,Zahid Razzak,1988-1990,3,3,-,14,6,4.66,44,31.81,-,-,-,0,0
413,Bangladesh,Enamul Haque jnr,2005-2009,10,5,1,12,5,3.00,19,63.15,-,-,2,0,0
414,Bangladesh,Ahmed Kamal,1999-1999,1,1,-,11,11,11.00,19,57.89,-,-,-,2,0
415,Bangladesh,Abul Hasan,2012-2018,7,3,-,11,7,3.66,16,68.75,-,-,-,1,0
416,Bangladesh,Shariful Haque,1998-1998,1,1,-,10,10,10.00,6,166.66,-,-,-,0,1
417,Bangladesh,Mohammad Salim,2003-2003,1,1,-,9,9,9.00,24,37.50,-,-,-,1,0
418,Bangladesh,Hafizur Rahman,1986-1986,2,1,-,8,8,8.00,24,33.33,-,-,-,0+,0+
419,Bangladesh,Mrittunjoy Chowdhury,2023-2023,1,1,-,8,8,8.00,11,72.72,-,-,-,0,0
420,Bangladesh,Gholam Nousher,1986-1990,9,3,2,8,4,8.00,16,50.00,-,-,-,0+,0
421,Bangladesh,Jahangir Alam Talukdar,1990-1990,2,1,1,7,7*,-,16,43.75,-,-,-,1,0
422,Bangladesh,Nazmul Islam,2018-2018,5,1,-,7,7,7.00,13,53.84,-,-,-,0,0
423,Bangladesh,Fahim Muntasir,2001-2002,3,3,1,6,5,3.00,17,35.29,-,-,1,0,0
424,Bangladesh,Jubair Hossain,2014-2015,3,1,-,5,5,5.00,9,55.55,-,-,-,1,0
425,Bangladesh,Neeyamur Rashid,1999-1999,2,2,1,5,4*,5.00,5,100.00,-,-,-,0,0
426,Bangladesh,Tanbir Hayder,2016-2016,2,2,-,5,3,2.50,16,31.25,-,-,-,0,0
427,Bangladesh,Zakir Hasan,2023-2024,2,2,-,5,4,2.50,12,41.66,-,-,-,1,0
428,Bangladesh,Talha Jubair,2002-2003,6,5,3,5,4*,2.50,15,33.33,-,-,2,1,0
429,Bangladesh,Rony Talukdar,2023-2023,1,1,-,4,4,4.00,14,28.57,-,-,-,1,0
430,Bangladesh,Samiur Rahman,1986-1986,2,2,-,4,4,2.00,7,57.14,-,-,1,0+,0
431,Bangladesh,Nahid Rana,2024-2025,4,2,2,4,4*,-,9,44.44,-,-,-,1,0
432,Bangladesh,Jahangir Alam,1997-1999,3,3,-,4,3,1.33,22,18.18,-,-,1,0,0
433,Bangladesh,Al-Amin Hossain,2014-2020,15,7,5,4,2*,2.00,20,20.00,-,-,2,0,0
434,Bangladesh,Mahbubur Rahman,1999-1999,1,1,-,3,3,3.00,8,37.50,-,-,-,0,0
435,Bangladesh,Mazharul Haque,2002-2002,1,1,-,3,3,3.00,18,16.66,-,-,-,0,0
436,Bangladesh,Ebadot Hossain,2022-2023,12,6,4,3,1*,1.50,14,21.42,-,-,2,0,0
437,Bangladesh,Morshed Ali Khan,1998-1998,3,1,1,2,2*,-,4,50.00,-,-,-,0,0
438,Bangladesh,Anisur Rahman,1995-1998,2,2,-,2,2,1.00,11,18.18,-,-,1,0,0
439,Bangladesh,Elias Sunny,2011-2012,4,4,2,2,1*,1.00,11,18.18,-,-,1,0,0
440,Bangladesh,Aminul Islam,1999-1999,1,1,1,1,1*,-,1,100.00,-,-,-,0,0
441,Bangladesh,Subashis Roy,2016-2016,1,1,1,1,1*,-,9,11.11,-,-,-,0,0
442,Bangladesh,Abu Hider,2018-2018,2,1,-,1,1,1.00,11,9.09,-,-,-,0,0
443,Bangladesh,Moniruzzaman,2003-2003,2,2,-,1,1,0.50,20,5.00,-,-,1,0,0
444,Bangladesh,Khaled Ahmed,2023-2023,2,2,1,1,1,1.00,4,25.00,-,-,-,0,0
445,England,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
446,England,JE Root,2013-2025,180,169,24,7126,166*,49.14,8134,87.60,18,42,9,575,53
447,England,EJG Morgan,2009-2022,225,207,32,6957,148,39.75,7409,93.89,13,42,15,588,202
448,England,IR Bell,2004-2015,161,157,14,5416,141,37.87,7019,77.16,4,35,6,525,32
449,England,JC Buttler,2012-2025,190,163,28,5274,162*,39.06,4565,115.53,11,27,15,422,176
450,England,PD Collingwood,2001-2011,197,181,37,5092,120*,35.36,6614,76.98,5,26,7,365,74
451,England,AJ Stewart,1989-2003,170,162,14,4677,116,31.60,6841,68.36,4,28,13,469+,26
452,England,KP Pietersen,2004-2013,134,123,16,4422,130,41.32,5100,86.70,9,25,7,427,76
453,England,ME Trescothick,2000-2006,123,122,6,4335,137,37.37,5087,85.21,12,21,13,528,41
454,England,GA Gooch,1976-1995,125,122,6,4290,142,36.98,6932,61.88,8,23,4,407+,15
455,England,JJ Roy,2015-2023,116,110,3,4271,180,39.91,4047,105.53,12,21,11,511,81
456,England,AJ Strauss,2003-2011,127,126,8,4205,158,35.63,5195,80.94,6,27,9,454,25
457,England,AJ Lamb,1982-1992,122,118,16,4010,118,39.31,5308,75.54,4,26,8,328,30
458,England,JM Bairstow,2011-2023,107,98,8,3868,141*,42.97,3758,102.92,11,17,9,437,92
459,England,GA Hick,1991-2001,120,118,15,3846,126*,37.33,5191,74.08,5,27,10,278,41
460,England,NV Knight,1996-2003,100,100,10,3637,125*,40.41,5085,71.52,5,25,6,327,21
461,England,BA Stokes,2011-2023,114,99,15,3463,182,41.22,3619,95.68,5,24,7,282,109
462,England,A Flintoff,1999-2009,138,119,16,3293,123,31.97,3694,89.14,3,18,9,299,92
463,England,AN Cook,2006-2014,92,92,4,3204,137,36.40,4154,77.13,5,19,7,363,10
464,England,DI Gower,1978-1991,114,111,8,3170,158,30.77,4218,75.15,7,12,6,290,22
465,England,IJL Trott,2009-2013,68,65,10,2819,137,51.25,3658,77.06,4,22,5,216,3
466,England,RS Bopara,2007-2015,120,109,21,2695,101*,30.62,3462,77.84,1,14,4,204,34
467,England,AD Hales,2014-2019,70,67,3,2419,171,37.79,2527,95.72,6,14,5,276,50
468,England,RA Smith,1988-1996,71,70,8,2419,167*,39.01,3473,69.65,4,15,4,239,22
469,England,GP Thorpe,1993-2002,82,77,13,2380,89,37.18,3344,71.17,-,21,3,172,5
470,England,MM Ali,2014-2023,138,112,15,2355,128,24.27,2399,98.16,3,6,6,203,78
471,England,N Hussain,1989-2003,88,87,10,2332,115,30.28,3481,66.99,1,16,6,208,15
472,England,IT Botham,1976-1992,116,106,15,2113,79,23.21,2671,79.10,-,9,6,197,44
473,England,MW Gatting,1977-1993,92,88,17,2095,115*,29.50,2968,70.58,1,9,4,165,11
474,England,NH Fairbrother,1987-1999,75,71,18,2092,113,39.47,2903,72.06,1,16,2,140,20
475,England,MP Vaughan,2001-2007,86,83,10,1982,90*,27.15,2898,68.39,-,16,9,204,13
476,England,OA Shah,2001-2009,71,66,6,1834,107*,30.56,2331,78.67,1,12,6,144,26
477,England,MA Atherton,1990-1998,54,54,3,1791,127,35.11,3054,58.64,2,12,4,155,1
478,England,CR Woakes,2011-2023,122,88,24,1524,95*,23.81,1710,89.12,-,6,8,118,21
479,England,DJ Malan,2019-2023,30,30,4,1450,140,55.76,1488,97.44,6,7,5,150,32
480,England,BC Broad,1987-1988,34,34,-,1361,106,40.02,2447,55.61,1,11,2,81,3
481,England,MJ Prior,2004-2011,68,62,9,1282,87,24.18,1670,76.76,-,3,5,141,6
482,England,BM Duckett,2016-2025,25,25,1,1176,165,49.00,1115,105.47,3,8,3,134,16
483,England,VS Solanki,2000-2006,51,46,5,1097,106,26.75,1504,72.93,2,5,2,135,7
484,England,G Boycott,1971-1981,36,34,4,1082,105,36.06,2020,53.56,1,9,1,84,0
485,England,DW Randall,1976-1985,49,45,5,1067,88,26.67,1702,62.69,-,5,4,82,7
486,England,C Kieswetter,2010-2013,46,40,5,1054,107,30.11,1172,89.93,1,5,4,106,32
487,England,PD Salt,2021-2025,33,31,-,988,122,31.87,861,114.75,1,5,1,134,20
488,England,HC Brook,2023-2025,29,29,3,947,110*,36.42,927,102.15,1,6,2,92,33
489,England,AU Rashid,2009-2025,152,81,27,946,69,17.51,984,96.13,-,1,8,93,13
490,England,LS Livingstone,2021-2025,39,36,6,932,124*,31.06,862,108.12,1,4,4,58,50
491,England,JWA Taylor,2011-2015,27,26,5,887,101,42.23,1107,80.12,1,7,2,69,12
492,England,TT Bresnan,2006-2015,85,64,20,871,80,19.79,965,90.25,-,1,6,88,6
493,England,DL Amiss,1972-1977,18,18,-,859,137,47.72,1185,72.48,4,1,-,94,1
494,England,CWJ Athey,1980-1988,31,30,3,848,142*,31.40,1495,56.72,2,4,1,54,4
495,England,GO Jones,2004-2006,49,41,8,815,80,24.69,1042,78.21,-,4,1,71,14
496,England,KWR Fletcher,1971-1982,24,22,3,757,131,39.84,1134,66.75,1,5,-,64+,6+
497,England,G Fowler,1983-1986,26,26,2,744,81*,31.00,1321,56.32,-,4,2,67,1
498,England,CJ Tavare,1980-1984,29,28,2,720,83*,27.69,1471,48.94,-,4,1,58,2
499,England,MA Ealham,1996-2001,64,45,4,716,45,17.46,1092,65.56,-,-,4,51,13
500,England,LJ Wright,2007-2014,50,39,4,707,52,20.20,820,86.21,-,2,5,63,18
501,England,SW Billings,2015-2022,28,23,2,702,118,33.42,771,91.05,1,5,1,74,8
502,England,PAJ DeFreitas,1987-1997,103,66,23,690,67,16.04,823,83.83,-,1,4,46,10
503,England,DJ Willey,2015-2023,73,46,19,663,51,24.55,693,95.67,-,2,1,57,24
504,England,LE Plunkett,2005-2019,89,50,19,646,56,20.83,629,102.70,-,1,3,53,18
505,England,JM Vince,2015-2023,25,22,-,616,102,28.00,703,87.62,1,3,1,76,3
506,England,D Gough,1994-2006,158,87,38,609,46*,12.42,947,64.30,-,-,10,43,5
507,England,AJ Hollioake,1996-1999,35,30,6,606,83*,25.25,807,75.09,-,3,1,46,4
508,England,RT Robinson,1984-1988,26,26,-,597,83,22.96,1026,58.18,-,3,2,63,0
509,England,SM Curran,2018-2024,35,27,3,597,95*,24.87,649,91.98,-,2,1,37,22
510,England,W Larkins,1979-1991,25,24,-,591,124,24.62,1047,56.44,1,-,3,67+,3+
511,England,C White,1994-2003,51,41,5,568,57*,15.77,928,61.20,-,1,9,28,4
512,England,WG Jacks,2023-2025,18,17,-,556,94,32.70,547,101.64,-,4,2,50,17
513,England,P Willey,1977-1986,26,24,1,538,64,23.39,855,62.92,-,5,3,49,0
514,England,SCJ Broad,2006-2016,121,68,25,529,45*,12.30,709,74.61,-,-,8,35,10
515,England,JM Brearley,1977-1980,25,24,3,510,78,24.28,1120,45.53,-,3,6,47,0
516,England,JE Emburey,1980-1993,61,45,10,501,34,14.31,664,75.45,-,-,3,32,6
517,England,GP Swann,2000-2013,79,48,12,500,34,13.88,553,90.41,-,-,3,48,4
518,England,JWM Dalrymple,2006-2007,27,26,1,487,67,19.48,672,72.47,-,2,2,32,3
519,England,SR Patel,2008-2013,36,22,7,482,70*,32.13,517,93.23,-,1,1,37,12
520,England,EC Joyce,2006-2007,17,17,-,471,107,27.70,709,66.43,1,3,1,53,2
521,England,JL Denly,2009-2020,16,13,-,446,87,34.30,629,70.90,-,4,-,44,6
522,England,DR Pringle,1982-1993,44,30,12,425,49*,23.61,616,68.99,-,-,1,26,3
523,England,RC Russell,1987-1998,40,31,7,423,50,17.62,638,66.30,-,1,-,36+,1+
524,England,ID Blackwell,2002-2006,34,29,2,403,82,14.92,465,86.66,-,1,6,38,9
525,England,AF Giles,1997-2005,62,35,13,385,41,17.50,551,69.87,-,-,2,24,4
526,England,MR Ramprakash,1991-2001,18,18,4,376,51,26.85,544,69.11,-,1,-,22,5
527,England,CC Lewis,1990-1998,53,40,14,374,33,14.38,459,81.48,-,-,6,25,6
528,England,RC Irani,1996-2003,31,30,5,360,53,14.40,549,65.57,-,1,7,23,2
529,England,AD Brown,1996-2001,16,16,-,354,118,22.12,427,82.90,1,1,2,40,3
530,England,RDB Croft,1996-2001,50,36,12,345,32,14.37,519,66.47,-,-,4,23,2
531,England,CM Old,1973-1981,32,25,7,338,51*,18.77,401,84.28,-,1,4,29,6
532,England,DJ Capel,1987-1990,23,19,2,327,50*,19.23,479,68.26,-,1,-,23+,4
533,England,MH Yardy,2006-2011,28,24,8,326,60*,20.37,472,69.06,-,2,1,20,1
534,England,JG Bethell,2024-2025,12,10,1,317,82,35.22,353,89.80,-,3,1,26,10
535,England,B Wood,1972-1982,13,12,2,314,78*,31.40,647,48.53,-,2,1,23+,0+
536,England,BC Hollioake,1997-2002,20,17,2,309,63,20.60,381,81.10,-,2,3,34,3
