,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,To,From
270,Australia,AIC Dodemaide,24,16,7,124,30,159.0,159,159.0,0,0,1,4,0,159,159
271,Australia,MC Henriques,16,15,2,117,22,192.0,192,192.0,0,0,0,10,0,192,192
272,Australia,GD McGrath,249,67,38,115,11,235.0,235,235.0,0,0,13,7,0,235,235
273,Australia,MJ Cosgrove,3,3,0,112,74,116.0,116,116.0,0,1,0,12,2,116,116
274,Australia,PM Toohey,5,4,2,105,54,133.0,133,133.0,0,1,0,5,0,133,133
275,Australia,TJ Laughlin,6,5,1,105,74,160.0,160,160.0,0,1,0,6,1,160,160
276,Australia,XJ Doherty,60,23,16,101,15,184.0,184,184.0,0,0,2,5,1,184,184
277,Australia,MG Hughes,33,17,8,100,20,134.0,134,134.0,0,0,3,6,4,134,134
278,Australia,J Fraser-McGurk,7,7,0,98,41,74.0,74,74.0,0,0,0,13,4,74,74
279,Australia,RB Kerr,4,4,1,97,87,159.0,159,159.0,0,1,0,5,0,159,159
280,Australia,JA Richardson,15,9,4,93,29,107.0,107,107.0,0,0,0,7,0,107,107
281,Australia,RD Robinson,2,2,0,82,70,143.0,143,143.0,0,1,0,7,1,143,143
282,Australia,MHN Walker,17,11,3,79,20,170.0,170,170.0,0,0,1,6,0,170,170
283,Australia,MF Kent,5,5,1,78,33,133.0,133,133.0,0,0,0,6,0,133,133
284,Australia,AC Dale,30,12,8,78,15,136.0,136,136.0,0,0,1,3,0,136,136
285,Australia,NM Lyon,29,14,10,77,30,83.0,83,83.0,0,0,1,7,2,83,83
286,Australia,L Ronchi,4,2,0,76,64,37.0,37,37.0,0,1,0,6,6,37,37
287,Australia,AP Sheahan,3,3,0,75,50,124.0,124,124.0,0,1,0,6,1,124,124
288,Australia,CA Lynn,4,4,0,75,44,89.0,89,89.0,0,0,1,5,3,89,89
289,Australia,KW Richardson,25,12,7,75,24,68.0,68,68.0,0,0,2,7,4,68,68
290,Australia,MS Kasprowicz,43,13,9,74,28,89.0,89,89.0,0,0,2,6,1,89,89
291,Australia,CS Serjeant,3,3,0,73,46,158.0,158,158.0,0,0,0,7,1,158,158
292,Australia,NT Ellis,12,9,4,73,18,68.0,68,68.0,0,0,1,3,5,68,68
293,Australia,TG Hogan,16,12,4,72,27,95.0,95,95.0,0,0,1,7,2,95,95
294,Australia,SR Clark,39,12,7,69,16,88.0,88,88.0,0,0,1,6,1,88,88
295,Australia,RJ Bright,11,8,4,66,19,122.0,122,122.0,0,0,1,3,1,122,122
296,Australia,JR Philippe,3,3,0,65,39,89.0,89,89.0,0,0,0,8,2,89,89
297,Australia,B Yardley,7,4,0,58,28,98.0,98,98.0,0,0,1,1,0,98,98
298,Australia,AJ Tye,7,7,3,57,19,48.0,48,48.0,0,0,0,5,2,48,48
299,Australia,RJ Campbell,2,2,0,54,38,70.0,70,70.0,0,0,0,6,0,70,70
300,Australia,AJ Woodcock,1,1,0,53,53,67.0,67,67.0,0,1,0,5,1,67,67
302,Bangladesh,Tamim Iqbal,243,240,12,8357,158,10642.0,10642,10642.0,14,56,19,925,103,10642,10642
303,Bangladesh,Mushfiqur Rahim,274,256,42,7795,144,9780.0,9780,9780.0,9,49,12,617,100,9780,9780
304,Bangladesh,Shakib Al Hasan,247,234,31,7570,134,9138.0,9138,9138.0,9,56,12,699,54,9138,9138
305,Bangladesh,Mahmudullah,239,209,53,5689,128,7327.0,7327,7327.0,4,32,10,425,107,7327,7327
306,Bangladesh,Mohammad Ashraful,175,168,13,3468,109,4946.0,4946,4946.0,3,20,13,354,29,4946,4946
307,Bangladesh,Litton Das,95,94,8,2569,176,2990.0,2990,2990.0,5,12,16,274,45,2990,2990
308,Bangladesh,Imrul Kayes,78,78,2,2434,144,3423.0,3423,3423.0,4,16,2,238,37,3423,3423
309,Bangladesh,Shahriar Nafees,75,75,5,2201,123,3167.0,3167,3167.0,4,13,11,277,7,3167,3167
310,Bangladesh,Soumya Sarkar,76,71,4,2198,169,2282.0,2282,2282.0,3,13,9,256,52,2282,2282
311,Bangladesh,Habibul Bashar,111,105,5,2168,78,3586.0,3586,3586.0,0,14,18,183,10,3586,3586
312,Bangladesh,Aftab Ahmed,85,85,6,1954,92,2353.0,2353,2353.0,0,14,8,205,49,2353,2353
313,Bangladesh,Khaled Mashud,126,110,27,1818,71,3315.0,3315,3315.0,0,7,8,124,5,3315,3315
314,Bangladesh,Mashrafe Mortaza,218,156,28,1773,51,2021.0,2021,2021.0,0,1,15,150,62,2021,2021
315,Bangladesh,Mehidy Hasan Miraz,108,79,11,1654,112,2142.0,2142,2142.0,2,6,5,142,28,2142,2142
316,Bangladesh,Najmul Hossain Shanto,52,51,3,1602,122,2021.0,2021,2021.0,3,10,7,171,15,2021,2021
317,Bangladesh,Anamul Haque,49,46,0,1352,120,1808.0,1808,1808.0,3,5,6,136,27,1808,1808
318,Bangladesh,Sabbir Rahman,66,59,7,1333,102,1461.0,1461,1461.0,1,6,5,153,24,1461,1461
319,Bangladesh,Javed Omar,59,59,4,1312,85,2528.0,2528,2528.0,0,10,2,139,5,2528,2528
320,Bangladesh,Raqibul Hasan,55,54,7,1308,89,2133.0,2133,2133.0,0,8,6,102,8,2133,2133
321,Bangladesh,Nasir Hossain,65,52,8,1281,100,1605.0,1605,1605.0,1,6,4,112,15,1605,1605
322,Bangladesh,Alok Kapali,69,66,3,1235,115,1817.0,1817,1817.0,1,5,5,101,10,1817,1817
323,Bangladesh,Junaid Siddique,54,53,1,1196,100,1753.0,1753,1753.0,1,6,6,118,7,1753,1753
324,Bangladesh,Mohammad Rafique,123,104,16,1190,77,1657.0,1657,1657.0,0,2,15,110,29,1657,1657
325,Bangladesh,Towhid Hridoy,38,34,3,1087,100,1343.0,1343,1343.0,1,9,1,65,23,1343,1343
326,Bangladesh,Rajin Saleh,43,43,1,1005,108,1833.0,1833,1833.0,1,6,5,94,3,1833,1833
327,Bangladesh,Khaled Mahmud,77,72,3,991,50,1461.0,1461,1461.0,0,1,9,90,7,1461,1461
328,Bangladesh,Akram Khan,44,44,2,976,65,1721.0,1721,1721.0,0,5,3,73,2,1721,1721
329,Bangladesh,Naeem Islam,59,51,15,975,84,1473.0,1473,1473.0,0,5,5,84,13,1473,1473
330,Bangladesh,Aminul Islam,39,39,5,794,70,1403.0,1403,1403.0,0,3,5,57,2,1403,1403
331,Bangladesh,Abdur Razzak,153,97,39,779,53,1020.0,1020,1020.0,0,1,12,55,21,1020,1020
332,Bangladesh,Mohammad Mithun,34,30,4,714,73,921.0,921,921.0,0,6,2,61,16,921,921
333,Bangladesh,Afif Hossain,34,30,6,667,93,753.0,753,753.0,0,3,3,65,10,753,753
334,Bangladesh,Mosaddek Hossain,43,35,10,634,52,766.0,766,766.0,0,3,1,58,13,766,766
335,Bangladesh,Tushar Imran,41,40,0,574,65,970.0,970,970.0,0,2,8,67,1,970,970
336,Bangladesh,Mominul Haque,28,26,1,557,60,749.0,749,749.0,0,3,1,60,1,749,749
337,Bangladesh,Tanzid Hasan,26,25,0,548,84,547.0,547,547.0,0,4,3,71,16,547,547
338,Bangladesh,Athar Ali Khan,19,19,1,532,82,945.0,945,945.0,0,3,3,46,3,945,945
339,Bangladesh,Naimur Rahman,29,27,2,488,47,771.0,771,771.0,0,0,3,42,5,771,771
340,Bangladesh,Minhajul Abedin,27,26,2,453,68,909.0,909,909.0,0,2,3,26,0,909,909
341,Bangladesh,Mehrab Hossain,18,18,0,449,101,763.0,763,763.0,1,2,2,48,3,763,763
342,Bangladesh,Farhad Reza,34,31,6,412,50,636.0,636,636.0,0,1,2,39,8,636,636
343,Bangladesh,Hannan Sarkar,20,20,0,383,61,713.0,713,713.0,0,3,2,36,2,713,713
344,Bangladesh,Al Sahariar,29,29,1,374,62,709.0,709,709.0,0,2,6,45,1,709,709
345,Bangladesh,Jaker Ali,10,10,2,366,68,443.0,443,443.0,0,3,0,24,14,443,443
346,Bangladesh,Shahriar Hossain,20,19,0,362,95,682.0,682,682.0,0,2,4,36,0,682,682
347,Bangladesh,Mohammad Saifuddin,29,19,9,362,51,422.0,422,422.0,0,2,1,29,6,422,422
348,Bangladesh,Mushfiqur Rahman,28,25,3,360,49,690.0,690,690.0,0,0,4,29,1,690,690
349,Bangladesh,Tapash Baisya,56,41,13,336,35,576.0,576,576.0,0,0,4,26,4,576,576
350,Bangladesh,Manjural Islam Rana,25,21,5,331,63,668.0,668,668.0,0,1,1,21,1,668,668
351,Bangladesh,Nafees Iqbal,16,16,0,309,58,568.0,568,568.0,0,2,1,32,2,568,568
352,Bangladesh,Sanuar Hossain,27,27,2,290,52,597.0,597,597.0,0,1,2,23,0,597,597
353,Bangladesh,Mehrab Hossain jnr,18,16,0,276,54,642.0,642,642.0,0,1,1,24,0,642,642
354,Bangladesh,Jahurul Islam,14,13,1,270,53,371.0,371,371.0,0,1,2,25,2,371,371
355,Bangladesh,Shamsur Rahman,10,10,0,266,96,350.0,350,350.0,0,2,2,23,9,350,350
356,Bangladesh,Enamul Haque,29,26,5,236,32,479.0,479,479.0,0,0,1,18,0,479,479
357,Bangladesh,Taskin Ahmed,81,45,13,233,21,413.0,413,413.0,0,0,9,15,8,413,413
358,Bangladesh,Nasum Ahmed,18,11,2,186,44,205.0,205,205.0,0,0,0,18,7,205,205
359,Bangladesh,Sohag Gazi,20,16,4,184,30,213.0,213,213.0,0,0,0,18,4,213,213
360,Bangladesh,Hasibul Hossain,32,26,6,172,21,247.0,247,247.0,0,0,3,10,5,247,247
361,Bangladesh,Mustafizur Rahman,112,57,35,166,20,339.0,339,339.0,0,0,10,18,1,339,339
362,Bangladesh,Nurul Hasan,7,5,3,165,45,174.0,174,174.0,0,0,0,15,3,174,174
363,Bangladesh,Nazimuddin,11,11,0,147,47,237.0,237,237.0,0,0,0,18,2,237,237
364,Bangladesh,Rubel Hossain,104,53,24,144,17,277.0,277,277.0,0,0,11,14,2,277,277
365,Bangladesh,Tanzim Hasan Sakib,13,9,3,134,45,159.0,159,159.0,0,0,1,9,6,159,159
366,Bangladesh,Shafiul Islam,60,34,12,134,24,240.0,240,240.0,0,0,9,13,2,240,240
367,Bangladesh,Dhiman Ghosh,14,12,3,126,30,201.0,201,201.0,0,0,3,9,1,201,201
368,Bangladesh,Ziaur Rahman,13,11,0,124,41,110.0,110,110.0,0,0,3,13,6,110,110
369,Bangladesh,Mahedi Hasan,11,10,2,122,29,188.0,188,188.0,0,0,0,10,2,188,188
370,Bangladesh,Taijul Islam,20,12,1,110,39,174.0,174,174.0,0,0,1,10,1,174,174
371,Bangladesh,Parvez Hossain Emon,3,3,0,108,67,129.0,129,129.0,0,1,0,13,3,129,129
372,Bangladesh,Faruk Ahmed,7,7,0,105,57,273.0,273,273.0,0,1,1,6,0,273,273
373,Bangladesh,Yasir Ali,9,7,0,102,50,114.0,114,114.0,0,1,1,8,4,114,114
374,Bangladesh,Shoriful Islam,40,23,10,101,16,120.0,120,120.0,0,0,1,7,4,120,120
375,Bangladesh,Rishad Hossain,9,7,2,99,48,70.0,70,70.0,0,0,1,8,8,70,70
376,Bangladesh,Sohrawordi Shuvo,17,10,3,98,20,135.0,135,135.0,0,0,0,9,1,135,135
377,Bangladesh,Azhar Hossain,7,7,0,96,54,266.0,266,266.0,0,1,0,5,0,266,266
378,Bangladesh,Mohammad Naim,8,7,0,95,28,157.0,157,157.0,0,0,1,13,0,157,157
379,Bangladesh,Mahbubul Alam,5,2,0,81,59,71.0,71,71.0,0,1,0,3,4,71,71
380,Bangladesh,Syed Rasel,52,27,11,81,15,185.0,185,185.0,0,0,5,7,0,185,185
381,Bangladesh,Shahadat Hossain,51,27,17,79,16,151.0,151,151.0,0,0,3,7,1,151,151
382,Bangladesh,Shuvagata Hom,4,3,1,70,35,86.0,86,86.0,0,0,0,9,0,86,86
383,Bangladesh,Shamim Hossain,6,6,0,67,22,85.0,85,85.0,0,0,0,3,3,85,85
384,Bangladesh,Shaheedur Rahman,2,2,0,62,37,108.0,108,108.0,0,0,0,0,0,108,108
385,Bangladesh,Dolar Mahmud,7,4,0,61,41,44.0,44,44.0,0,0,2,5,4,44,44
386,Bangladesh,Gazi Ashraf,7,7,0,59,18,239.0,239,239.0,0,0,1,1,0,239,239
387,Bangladesh,Ehsanul Haque,6,6,0,57,20,129.0,129,129.0,0,0,1,6,0,129,129
388,Bangladesh,Mafizur Rahman,4,4,1,53,16,104.0,104,104.0,0,0,0,3,0,104,104
389,Bangladesh,Mohammad Sharif,9,9,5,53,13,102.0,102,102.0,0,0,1,1,0,102,102
390,Bangladesh,Manjural Islam,34,22,13,53,13,134.0,134,134.0,0,0,4,4,0,134,134
391,Bangladesh,Hasan Mahmud,24,15,4,49,15,107.0,107,107.0,0,0,5,6,0,107,107
392,Bangladesh,Arafat Sunny,16,11,7,48,15,92.0,92,92.0,0,0,1,5,0,92,92
393,Bangladesh,Golam Faruq,5,4,2,44,23,104.0,104,104.0,0,0,0,0,0,104,104
394,Bangladesh,Faisal Hossain,6,5,1,43,17,91.0,91,91.0,0,0,1,3,1,91,91
395,Bangladesh,Anwar Hossain,1,1,0,42,42,107.0,107,107.0,0,0,0,6,0,107,107
396,Bangladesh,Saiful Islam,7,4,2,37,22,59.0,59,59.0,0,0,0,3,0,59,59
397,Bangladesh,Nazmul Hossain,38,21,13,35,6,128.0,128,128.0,0,0,4,0,0,128,128
398,Bangladesh,Mosharraf Hossain,5,5,1,26,8,75.0,75,75.0,0,0,0,0,0,75,75
399,Bangladesh,Tareq Aziz,10,8,7,26,11,73.0,73,73.0,0,0,1,2,0,73,73
400,Bangladesh,Nasir Ahmed,7,4,2,25,11,62.0,62,62.0,0,0,0,1,0,62,62
401,Bangladesh,Rafiqul Alam,2,2,0,24,14,63.0,63,63.0,0,0,0,0,0,63,63
402,Bangladesh,Sheikh Salahuddin,6,5,3,24,12,136.0,136,136.0,0,0,0,0,0,136,136
403,Bangladesh,Shafiuddin Ahmed,11,10,6,22,11,66.0,66,66.0,0,0,3,1,0,66,66
404,Bangladesh,Sunzamul Islam,3,1,0,19,19,24.0,24,24.0,0,0,0,3,0,24,24
405,Bangladesh,Jamaluddin Ahmed,1,1,1,18,18,28.0,28,28.0,0,0,0,2,0,28,28
406,Bangladesh,Raqibul Hasan,2,2,0,17,12,65.0,65,65.0,0,0,0,0,0,65,65
407,Bangladesh,Tanvir Islam,3,3,0,17,8,34.0,34,34.0,0,0,0,4,0,34,34
408,Bangladesh,Jahangir Shah,5,4,2,16,8,62.0,62,62.0,0,0,1,0,0,62,62
409,Bangladesh,Sajjad Ahmed,2,2,0,15,11,46.0,46,46.0,0,0,0,0,0,46,46
410,Bangladesh,Nurul Abedin,4,4,0,15,13,55.0,55,55.0,0,0,2,0,0,55,55
411,Bangladesh,Zahid Razzak,3,3,0,14,6,44.0,44,44.0,0,0,0,0,0,44,44
412,Bangladesh,Enamul Haque jnr,10,5,1,12,5,19.0,19,19.0,0,0,2,0,0,19,19
413,Bangladesh,Ahmed Kamal,1,1,0,11,11,19.0,19,19.0,0,0,0,2,0,19,19
414,Bangladesh,Abul Hasan,7,3,0,11,7,16.0,16,16.0,0,0,0,1,0,16,16
415,Bangladesh,Shariful Haque,1,1,0,10,10,6.0,6,6.0,0,0,0,0,1,6,6
416,Bangladesh,Mohammad Salim,1,1,0,9,9,24.0,24,24.0,0,0,0,1,0,24,24
417,Bangladesh,Hafizur Rahman,2,1,0,8,8,24.0,24,24.0,0,0,0,0,0,24,24
418,Bangladesh,Mrittunjoy Chowdhury,1,1,0,8,8,11.0,11,11.0,0,0,0,0,0,11,11
419,Bangladesh,Gholam Nousher,9,3,2,8,4,16.0,16,16.0,0,0,0,0,0,16,16
420,Bangladesh,Jahangir Alam Talukdar,2,1,1,7,7,16.0,16,16.0,0,0,0,1,0,16,16
421,Bangladesh,Nazmul Islam,5,1,0,7,7,13.0,13,13.0,0,0,0,0,0,13,13
422,Bangladesh,Fahim Muntasir,3,3,1,6,5,17.0,17,17.0,0,0,1,0,0,17,17
423,Bangladesh,Jubair Hossain,3,1,0,5,5,9.0,9,9.0,0,0,0,1,0,9,9
424,Bangladesh,Neeyamur Rashid,2,2,1,5,4,5.0,5,5.0,0,0,0,0,0,5,5
425,Bangladesh,Tanbir Hayder,2,2,0,5,3,16.0,16,16.0,0,0,0,0,0,16,16
426,Bangladesh,Zakir Hasan,2,2,0,5,4,12.0,12,12.0,0,0,0,1,0,12,12
427,Bangladesh,Talha Jubair,6,5,3,5,4,15.0,15,15.0,0,0,2,1,0,15,15
428,Bangladesh,Rony Talukdar,1,1,0,4,4,14.0,14,14.0,0,0,0,1,0,14,14
429,Bangladesh,Samiur Rahman,2,2,0,4,4,7.0,7,7.0,0,0,1,0,0,7,7
430,Bangladesh,Nahid Rana,4,2,2,4,4,9.0,9,9.0,0,0,0,1,0,9,9
431,Bangladesh,Jahangir Alam,3,3,0,4,3,22.0,22,22.0,0,0,1,0,0,22,22
432,Bangladesh,Al-Amin Hossain,15,7,5,4,2,20.0,20,20.0,0,0,2,0,0,20,20
433,Bangladesh,Mahbubur Rahman,1,1,0,3,3,8.0,8,8.0,0,0,0,0,0,8,8
434,Bangladesh,Mazharul Haque,1,1,0,3,3,18.0,18,18.0,0,0,0,0,0,18,18
435,Bangladesh,Ebadot Hossain,12,6,4,3,1,14.0,14,14.0,0,0,2,0,0,14,14
436,Bangladesh,Morshed Ali Khan,3,1,1,2,2,4.0,4,4.0,0,0,0,0,0,4,4
437,Bangladesh,Anisur Rahman,2,2,0,2,2,11.0,11,11.0,0,0,1,0,0,11,11
438,Bangladesh,Elias Sunny,4,4,2,2,1,11.0,11,11.0,0,0,1,0,0,11,11
439,Bangladesh,Aminul Islam,1,1,1,1,1,1.0,1,1.0,0,0,0,0,0,1,1
440,Bangladesh,Subashis Roy,1,1,1,1,1,9.0,9,9.0,0,0,0,0,0,9,9
441,Bangladesh,Abu Hider,2,1,0,1,1,11.0,11,11.0,0,0,0,0,0,11,11
442,Bangladesh,Moniruzzaman,2,2,0,1,1,20.0,20,20.0,0,0,1,0,0,20,20
443,Bangladesh,Khaled Ahmed,2,2,1,1,1,4.0,4,4.0,0,0,0,0,0,4,4
445,England,JE Root,180,169,24,7126,166,8134.0,8134,8134.0,18,42,9,575,53,8134,8134
446,England,EJG Morgan,225,207,32,6957,148,7409.0,7409,7409.0,13,42,15,588,202,7409,7409
447,England,IR Bell,161,157,14,5416,141,7019.0,7019,7019.0,4,35,6,525,32,7019,7019
448,England,JC Buttler,190,163,28,5274,162,4565.0,4565,4565.0,11,27,15,422,176,4565,4565
449,England,PD Collingwood,197,181,37,5092,120,6614.0,6614,6614.0,5,26,7,365,74,6614,6614
450,England,AJ Stewart,170,162,14,4677,116,6841.0,6841,6841.0,4,28,13,469,26,6841,6841
451,England,KP Pietersen,134,123,16,4422,130,5100.0,5100,5100.0,9,25,7,427,76,5100,5100
452,England,ME Trescothick,123,122,6,4335,137,5087.0,5087,5087.0,12,21,13,528,41,5087,5087
453,England,GA Gooch,125,122,6,4290,142,6932.0,6932,6932.0,8,23,4,407,15,6932,6932
454,England,JJ Roy,116,110,3,4271,180,4047.0,4047,4047.0,12,21,11,511,81,4047,4047
455,England,AJ Strauss,127,126,8,4205,158,5195.0,5195,5195.0,6,27,9,454,25,5195,5195
456,England,AJ Lamb,122,118,16,4010,118,5308.0,5308,5308.0,4,26,8,328,30,5308,5308
457,England,JM Bairstow,107,98,8,3868,141,3758.0,3758,3758.0,11,17,9,437,92,3758,3758
458,England,GA Hick,120,118,15,3846,126,5191.0,5191,5191.0,5,27,10,278,41,5191,5191
459,England,NV Knight,100,100,10,3637,125,5085.0,5085,5085.0,5,25,6,327,21,5085,5085
460,England,BA Stokes,114,99,15,3463,182,3619.0,3619,3619.0,5,24,7,282,109,3619,3619
461,England,A Flintoff,138,119,16,3293,123,3694.0,3694,3694.0,3,18,9,299,92,3694,3694
462,England,AN Cook,92,92,4,3204,137,4154.0,4154,4154.0,5,19,7,363,10,4154,4154
463,England,DI Gower,114,111,8,3170,158,4218.0,4218,4218.0,7,12,6,290,22,4218,4218
464,England,IJL Trott,68,65,10,2819,137,3658.0,3658,3658.0,4,22,5,216,3,3658,3658
465,England,RS Bopara,120,109,21,2695,101,3462.0,3462,3462.0,1,14,4,204,34,3462,3462
466,England,AD Hales,70,67,3,2419,171,2527.0,2527,2527.0,6,14,5,276,50,2527,2527
467,England,RA Smith,71,70,8,2419,167,3473.0,3473,3473.0,4,15,4,239,22,3473,3473
468,England,GP Thorpe,82,77,13,2380,89,3344.0,3344,3344.0,0,21,3,172,5,3344,3344
469,England,MM Ali,138,112,15,2355,128,2399.0,2399,2399.0,3,6,6,203,78,2399,2399
470,England,N Hussain,88,87,10,2332,115,3481.0,3481,3481.0,1,16,6,208,15,3481,3481
471,England,IT Botham,116,106,15,2113,79,2671.0,2671,2671.0,0,9,6,197,44,2671,2671
472,England,MW Gatting,92,88,17,2095,115,2968.0,2968,2968.0,1,9,4,165,11,2968,2968
473,England,NH Fairbrother,75,71,18,2092,113,2903.0,2903,2903.0,1,16,2,140,20,2903,2903
474,England,MP Vaughan,86,83,10,1982,90,2898.0,2898,2898.0,0,16,9,204,13,2898,2898
475,England,OA Shah,71,66,6,1834,107,2331.0,2331,2331.0,1,12,6,144,26,2331,2331
476,England,MA Atherton,54,54,3,1791,127,3054.0,3054,3054.0,2,12,4,155,1,3054,3054
477,England,CR Woakes,122,88,24,1524,95,1710.0,1710,1710.0,0,6,8,118,21,1710,1710
478,England,DJ Malan,30,30,4,1450,140,1488.0,1488,1488.0,6,7,5,150,32,1488,1488
479,England,BC Broad,34,34,0,1361,106,2447.0,2447,2447.0,1,11,2,81,3,2447,2447
480,England,MJ Prior,68,62,9,1282,87,1670.0,1670,1670.0,0,3,5,141,6,1670,1670
481,England,BM Duckett,25,25,1,1176,165,1115.0,1115,1115.0,3,8,3,134,16,1115,1115
482,England,VS Solanki,51,46,5,1097,106,1504.0,1504,1504.0,2,5,2,135,7,1504,1504
483,England,G Boycott,36,34,4,1082,105,2020.0,2020,2020.0,1,9,1,84,0,2020,2020
484,England,DW Randall,49,45,5,1067,88,1702.0,1702,1702.0,0,5,4,82,7,1702,1702
485,England,C Kieswetter,46,40,5,1054,107,1172.0,1172,1172.0,1,5,4,106,32,1172,1172
486,England,PD Salt,33,31,0,988,122,861.0,861,861.0,1,5,1,134,20,861,861
487,England,HC Brook,29,29,3,947,110,927.0,927,927.0,1,6,2,92,33,927,927
488,England,AU Rashid,152,81,27,946,69,984.0,984,984.0,0,1,8,93,13,984,984
489,England,LS Livingstone,39,36,6,932,124,862.0,862,862.0,1,4,4,58,50,862,862
490,England,JWA Taylor,27,26,5,887,101,1107.0,1107,1107.0,1,7,2,69,12,1107,1107
491,England,TT Bresnan,85,64,20,871,80,965.0,965,965.0,0,1,6,88,6,965,965
492,England,DL Amiss,18,18,0,859,137,1185.0,1185,1185.0,4,1,0,94,1,1185,1185
493,England,CWJ Athey,31,30,3,848,142,1495.0,1495,1495.0,2,4,1,54,4,1495,1495
494,England,GO Jones,49,41,8,815,80,1042.0,1042,1042.0,0,4,1,71,14,1042,1042
495,England,KWR Fletcher,24,22,3,757,131,1134.0,1134,1134.0,1,5,0,64,6,1134,1134
496,England,G Fowler,26,26,2,744,81,1321.0,1321,1321.0,0,4,2,67,1,1321,1321
497,England,CJ Tavare,29,28,2,720,83,1471.0,1471,1471.0,0,4,1,58,2,1471,1471
498,England,MA Ealham,64,45,4,716,45,1092.0,1092,1092.0,0,0,4,51,13,1092,1092
499,England,LJ Wright,50,39,4,707,52,820.0,820,820.0,0,2,5,63,18,820,820
500,England,SW Billings,28,23,2,702,118,771.0,771,771.0,1,5,1,74,8,771,771
501,England,PAJ DeFreitas,103,66,23,690,67,823.0,823,823.0,0,1,4,46,10,823,823
502,England,DJ Willey,73,46,19,663,51,693.0,693,693.0,0,2,1,57,24,693,693
503,England,LE Plunkett,89,50,19,646,56,629.0,629,629.0,0,1,3,53,18,629,629
504,England,JM Vince,25,22,0,616,102,703.0,703,703.0,1,3,1,76,3,703,703
505,England,D Gough,158,87,38,609,46,947.0,947,947.0,0,0,10,43,5,947,947
506,England,AJ Hollioake,35,30,6,606,83,807.0,807,807.0,0,3,1,46,4,807,807
507,England,RT Robinson,26,26,0,597,83,1026.0,1026,1026.0,0,3,2,63,0,1026,1026
508,England,SM Curran,35,27,3,597,95,649.0,649,649.0,0,2,1,37,22,649,649
509,England,W Larkins,25,24,0,591,124,1047.0,1047,1047.0,1,0,3,67,3,1047,1047
510,England,C White,51,41,5,568,57,928.0,928,928.0,0,1,9,28,4,928,928
511,England,WG Jacks,18,17,0,556,94,547.0,547,547.0,0,4,2,50,17,547,547
512,England,P Willey,26,24,1,538,64,855.0,855,855.0,0,5,3,49,0,855,855
513,England,SCJ Broad,121,68,25,529,45,709.0,709,709.0,0,0,8,35,10,709,709
514,England,JM Brearley,25,24,3,510,78,1120.0,1120,1120.0,0,3,6,47,0,1120,1120
515,England,JE Emburey,61,45,10,501,34,664.0,664,664.0,0,0,3,32,6,664,664
516,England,GP Swann,79,48,12,500,34,553.0,553,553.0,0,0,3,48,4,553,553
517,England,JWM Dalrymple,27,26,1,487,67,672.0,672,672.0,0,2,2,32,3,672,672
518,England,SR Patel,36,22,7,482,70,517.0,517,517.0,0,1,1,37,12,517,517
519,England,EC Joyce,17,17,0,471,107,709.0,709,709.0,1,3,1,53,2,709,709
520,England,JL Denly,16,13,0,446,87,629.0,629,629.0,0,4,0,44,6,629,629
521,England,DR Pringle,44,30,12,425,49,616.0,616,616.0,0,0,1,26,3,616,616
522,England,RC Russell,40,31,7,423,50,638.0,638,638.0,0,1,0,36,1,638,638
523,England,ID Blackwell,34,29,2,403,82,465.0,465,465.0,0,1,6,38,9,465,465
524,England,AF Giles,62,35,13,385,41,551.0,551,551.0,0,0,2,24,4,551,551
525,England,MR Ramprakash,18,18,4,376,51,544.0,544,544.0,0,1,0,22,5,544,544
526,England,CC Lewis,53,40,14,374,33,459.0,459,459.0,0,0,6,25,6,459,459
527,England,RC Irani,31,30,5,360,53,549.0,549,549.0,0,1,7,23,2,549,549
528,England,AD Brown,16,16,0,354,118,427.0,427,427.0,1,1,2,40,3,427,427
529,England,RDB Croft,50,36,12,345,32,519.0,519,519.0,0,0,4,23,2,519,519
530,England,CM Old,32,25,7,338,51,401.0,401,401.0,0,1,4,29,6,401,401
531,England,DJ Capel,23,19,2,327,50,479.0,479,479.0,0,1,0,23,4,479,479
532,England,MH Yardy,28,24,8,326,60,472.0,472,472.0,0,2,1,20,1,472,472
533,England,JG Bethell,12,10,1,317,82,353.0,353,353.0,0,3,1,26,10,353,353
534,England,B Wood,13,12,2,314,78,647.0,647,647.0,0,2,1,23,0,647,647
535,England,BC Hollioake,20,17,2,309,63,381.0,381,381.0,0,2,3,34,3,381,381
536,England,TK Curran,28,17,9,303,47,321.0,321,321.0,0,0,2,29,5,321,321
537,England,CMW Read,36,24,7,300,30,410.0,410,410.0,0,0,4,21,6,410,410
538,England,GS Ballance,16,15,1,297,79,443.0,443,443.0,0,2,1,21,1,443,443
539,England,PA Nixon,19,18,4,297,49,347.0,347,347.0,0,0,2,21,7,347,347
540,England,DA Reeve,29,21,9,291,35,389.0,389,389.0,0,0,0,19,0,389,389
541,England,D Lloyd,8,8,1,285,116,526.0,526,526.0,1,0,0,25,1,526,526
542,England,VJ Marks,34,24,3,285,44,434.0,434,434.0,0,0,0,16,0,434,434
543,England,JM Anderson,194,79,43,273,28,561.0,561,561.0,0,0,10,23,0,561,561
544,England,AW Greig,22,19,3,269,48,378.0,378,378.0,0,0,1,19,3,378,378
