,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,To,From
830,Pakistan,Mohammad Sami,87,46,19,314,46,490.0,490,490.0,0,0,5,16,10,490,490
831,Pakistan,Zahoor Elahi,14,14,1,297,86,507.0,507,507.0,0,3,3,25,6,507,507
832,Pakistan,Umar Amin,16,16,1,271,59,392.0,392,392.0,0,1,0,28,2,392,392
833,Pakistan,Aaqib Javed,163,51,26,267,45,456.0,456,456.0,0,0,7,15,7,456,456
834,Pakistan,Naved Latif,11,11,0,262,113,417.0,417,417.0,1,0,1,32,2,417,417
835,Pakistan,Shaheen Shah Afridi,64,37,17,261,25,310.0,310,310.0,0,0,6,23,10,310,310
836,Pakistan,Hasan Raza,16,13,0,242,77,480.0,480,480.0,0,1,1,11,1,480,480
837,Pakistan,Khurram Manzoor,7,7,0,236,83,375.0,375,375.0,0,3,1,21,0,375,375
838,Pakistan,Abid Ali,6,6,0,234,112,250.0,250,250.0,1,1,1,29,0,250,250
839,Pakistan,Iftikhar Anjum,62,34,19,234,32,378.0,378,378.0,0,0,4,15,3,378,378
840,Pakistan,Wasim Bari,51,26,13,221,34,431.0,431,431.0,0,0,0,11,0,431,431
841,Pakistan,Sarfraz Nawaz,45,31,8,221,34,345.0,345,345.0,0,0,5,16,1,345,345
842,Pakistan,Naseem Shah,28,15,6,212,51,235.0,235,235.0,0,1,1,13,11,235,235
843,Pakistan,Kamran Ghulam,11,7,0,210,103,212.0,212,212.0,1,1,1,19,9,212,212
844,Pakistan,Tahir Naqqash,40,23,9,210,61,242.0,242,242.0,0,1,4,11,3,242,242
845,Pakistan,Mushtaq Mohammad,10,9,3,209,55,353.0,353,353.0,0,1,0,12,0,353,353
846,Pakistan,Moin-ul-Atiq,5,5,0,199,105,279.0,279,279.0,1,0,0,6,0,279,279
847,Pakistan,Ijaz Faqih,27,19,3,197,42,351.0,351,351.0,0,0,4,15,0,351,351
848,Pakistan,Akram Raza,49,25,14,193,33,310.0,310,310.0,0,0,4,8,2,310,310
849,Pakistan,Saadat Ali,8,7,1,184,78,341.0,341,341.0,0,1,0,13,0,341,341
850,Pakistan,Tayyab Tahir,11,10,2,181,38,177.0,177,177.0,0,0,0,18,3,177,177
851,Pakistan,Haroon Rasheed,12,10,2,166,63,316.0,316,316.0,0,1,0,6,0,316,316
852,Pakistan,Shan Masood,9,9,0,163,50,234.0,234,234.0,0,1,2,19,0,234,234
853,Pakistan,Mohammad Hussain,14,12,7,154,31,136.0,136,136.0,0,0,0,11,4,136,136
854,Pakistan,Khalid Latif,5,5,0,147,64,228.0,228,228.0,0,1,1,13,0,228,228
855,Pakistan,Abdur Rehman,31,23,6,142,31,263.0,263,263.0,0,0,4,11,1,263,263
856,Pakistan,Shahid Saeed,10,10,0,141,50,316.0,316,316.0,0,1,0,7,1,316,316
857,Pakistan,Arshad Khan,58,29,18,133,20,217.0,217,217.0,0,0,5,6,1,217,217
858,Pakistan,Bazid Khan,5,5,0,131,66,232.0,232,232.0,0,2,1,7,1,232,232
859,Pakistan,Sajid Ali,13,12,0,130,28,293.0,293,293.0,0,0,0,10,0,293,293
860,Pakistan,Yasir Shah,25,13,6,127,32,149.0,149,149.0,0,0,2,9,1,149,149
861,Pakistan,Shahid Mahboob,10,6,1,119,77,194.0,194,194.0,0,1,1,9,0,194,194
862,Pakistan,Azam Khan,6,5,0,116,72,177.0,177,177.0,0,1,0,6,0,177,177
863,Pakistan,Tauseef Ahmed,70,25,14,116,27,216.0,216,216.0,0,0,3,3,0,216,216
864,Pakistan,Naved Anjum,13,12,3,113,30,154.0,154,154.0,0,0,1,7,1,154,154
865,Pakistan,Hasan Jamil,6,5,0,111,28,120.0,120,120.0,0,0,0,3,2,120,120
866,Pakistan,Rashid Khan,29,15,7,110,17,173.0,173,173.0,0,0,0,2,0,173,173
867,Pakistan,Haris Rauf,50,21,8,105,35,124.0,124,124.0,0,0,2,6,9,124,124
868,Pakistan,Shahzaib Hasan,3,3,0,100,50,113.0,113,113.0,0,1,0,13,2,113,113
869,Pakistan,Saad Nasim,3,3,1,99,77,124.0,124,124.0,0,1,1,9,1,124,124
870,Pakistan,Manzoor Akhtar,7,4,0,97,44,147.0,147,147.0,0,0,0,3,0,147,147
871,Pakistan,Aamer Yamin,4,3,2,95,62,96.0,96,96.0,0,1,0,8,5,96,96
872,Pakistan,Aamer Hanif,5,4,2,89,36,128.0,128,128.0,0,0,0,6,0,128,128
873,Pakistan,Bilawal Bhatti,10,7,1,89,39,75.0,75,75.0,0,0,1,10,2,75,75
874,Pakistan,Anil Dalpat,15,10,3,87,37,136.0,136,136.0,0,0,1,7,0,136,136
875,Pakistan,Younis Ahmed,2,2,0,84,58,151.0,151,151.0,0,1,0,6,0,151,151
876,Pakistan,Mohammad Wasim,22,11,2,81,17,85.0,85,85.0,0,0,2,5,5,85,85
877,Pakistan,Hammad Azam,11,7,2,80,36,131.0,131,131.0,0,0,0,5,2,131,131
878,Pakistan,Sami Aslam,4,4,0,78,45,117.0,117,117.0,0,0,0,9,0,117,117
879,Pakistan,Yasir Arafat,11,8,3,74,27,110.0,110,110.0,0,0,0,7,1,110,110
880,Pakistan,Ashraf Ali,16,9,5,69,19,135.0,135,135.0,0,0,1,3,0,135,135
881,Pakistan,Junaid Khan,76,31,17,68,25,127.0,127,127.0,0,0,6,4,1,127,127
882,Pakistan,Akhtar Sarfraz,4,4,0,66,25,99.0,99,99.0,0,0,0,4,1,99,99
883,Pakistan,Saeed Azad,4,4,0,65,31,131.0,131,131.0,0,0,0,7,0,131,131
884,Pakistan,Adnan Akmal,5,4,1,62,27,89.0,89,89.0,0,0,0,3,0,89,89
885,Pakistan,Shakeel Ahmed,2,2,0,61,36,128.0,128,128.0,0,0,0,3,0,128,128
886,Pakistan,Humayun Farhat,5,3,0,60,39,56.0,56,56.0,0,0,0,5,2,56,56
887,Pakistan,Sohail Fazal,2,2,0,56,32,59.0,59,59.0,0,0,0,2,3,59,59
888,Pakistan,Ghulam Ali,3,3,0,53,38,121.0,121,121.0,0,0,0,2,0,121,121
889,Pakistan,Mohammad Hasnain,15,7,4,53,28,34.0,34,34.0,0,0,1,9,1,34,34
890,Pakistan,Usman Khan,2,2,0,51,39,50.0,50,50.0,0,0,0,5,2,50,50
891,Pakistan,Zulqarnain Haider,4,4,2,48,19,68.0,68,68.0,0,0,0,3,0,68,68
892,Pakistan,Zafar Iqbal,8,6,0,48,18,62.0,62,62.0,0,0,1,2,1,62,62
893,Pakistan,Irfan Khan,9,6,0,48,22,74.0,74,74.0,0,0,1,3,1,74,74
894,Pakistan,Mohammad Irfan,60,33,21,48,12,149.0,149,149.0,0,0,8,5,2,149,149
895,Pakistan,Azeem Hafeez,15,10,7,45,15,104.0,104,104.0,0,0,1,5,0,104,104
896,Pakistan,Azmat Rana,2,2,1,42,22,73.0,73,73.0,0,0,0,0,0,73,73
898,South,JH Kallis,323,309,53,11550,139,15793.0,15793,15793.0,17,86,17,910,137,15793,15793
899,South,AB de Villiers,223,213,39,9427,176,9308.0,9308,9308.0,25,52,7,823,200,9308,9308
900,South,HM Amla,181,178,14,8113,159,9178.0,9178,9178.0,27,39,4,822,53,9178,9178
901,South,HH Gibbs,248,240,16,8094,175,9721.0,9721,9721.0,21,37,22,930,128,9721,9721
902,South,GC Smith,196,193,10,6989,141,8643.0,8643,8643.0,10,47,7,788,44,8643,8643
903,South,G Kirsten,185,185,19,6798,188,9436.0,9436,9436.0,13,45,11,659,20,9436,9436
904,South,Q de Kock,155,155,7,6770,178,7005.0,7005,7005.0,21,30,4,771,118,7005,7005
905,South,JN Rhodes,245,220,51,5935,121,7336.0,7336,7336.0,2,33,12,392,47,7336,7336
906,South,WJ Cronje,188,175,31,5565,112,7277.0,7277,7277.0,2,39,8,366,94,7277,7277
907,South,F du Plessis,143,136,20,5507,185,6215.0,6215,6215.0,12,35,3,495,66,6215,6215
908,South,JP Duminy,199,179,40,5117,150,6052.0,6052,6052.0,4,27,7,347,75,6052,6052
909,South,DA Miller,178,154,45,4611,139,4447.0,4447,4447.0,7,24,9,342,144,4447,4447
910,South,MV Boucher,290,216,57,4523,147,5342.0,5342,5342.0,1,25,16,341,81,5342,5342
911,South,DJ Cullinan,138,133,16,3860,124,5492.0,5492,5492.0,3,23,10,298,33,5492,5492
912,South,L Klusener,171,137,50,3576,103,3977.0,3977,3977.0,2,19,13,293,76,3977,3977
913,South,HH Dippenaar,101,89,14,3300,125,4887.0,4887,4887.0,4,25,3,317,16,4887,4887
914,South,SM Pollock,294,196,70,3193,90,3732.0,3732,3732.0,0,13,20,212,55,3732,3732
915,South,HE van der Dussen,71,65,12,2657,134,3053.0,3053,3053.0,6,17,3,206,50,3053,3053
916,South,AC Hudson,89,88,1,2559,161,3960.0,3960,3960.0,2,18,6,278,15,3960,3960
917,South,AK Markram,77,73,9,2371,175,2436.0,2436,2436.0,3,12,4,236,55,2436,2436
918,South,H Klaasen,60,56,7,2141,174,1829.0,1829,1829.0,4,11,2,200,71,1829,1829
919,South,T Bavuma,48,47,5,1847,144,2105.0,2105,2105.0,5,7,2,186,26,2105,2105
920,South,ND McKenzie,64,55,10,1688,131,2432.0,2432,2432.0,2,10,2,142,8,2432,2432
921,South,KC Wessels,55,54,4,1627,90,3143.0,3143,3143.0,0,12,0,124,0,3143,3143
922,South,N Boje,113,69,18,1410,129,1579.0,1579,1579.0,2,4,2,135,13,1579,1579
923,South,JM Kemp,79,60,18,1371,100,1656.0,1656,1656.0,1,9,5,88,52,1656,1656
924,South,PN Kirsten,40,40,6,1293,97,2308.0,2308,2308.0,0,9,0,90,8,2308,2308
925,South,RR Rossouw,36,35,3,1239,132,1313.0,1313,1313.0,3,7,5,131,22,1313,1313
926,South,JA Rudolph,43,37,6,1157,81,1685.0,1685,1685.0,0,7,0,107,5,1685,1685
927,South,F Behardien,59,49,14,1074,70,1097.0,1097,1097.0,0,6,4,79,25,1097,1097
928,South,RR Hendricks,38,38,2,974,102,1264.0,1264,1264.0,1,7,2,101,9,1264,1264
929,South,JN Malan,23,22,2,958,177,1150.0,1150,1150.0,3,4,2,97,16,1150,1150
930,South,AG Prince,49,38,11,940,89,1382.0,1382,1382.0,0,2,2,72,4,1382,1382
931,South,AJ Hall,88,56,13,905,81,1206.0,1206,1206.0,0,3,5,90,10,1206,1206
932,South,AL Phehlukwayo,85,57,19,883,69,1027.0,1027,1027.0,0,2,5,77,36,1027,1027
933,South,DJ Richardson,122,77,33,868,53,1298.0,1298,1298.0,0,1,6,33,1,1298,1298
934,South,CA Ingram,31,29,3,843,124,1024.0,1024,1024.0,3,3,5,82,10,1024,1024
935,South,BM McMillan,78,52,16,841,127,1147.0,1147,1147.0,1,0,3,55,7,1147,1147
936,South,JA Morkel,56,41,10,760,97,750.0,750,750.0,0,2,1,69,25,750,750
937,South,PL Symcox,80,54,13,694,61,830.0,830,830.0,0,3,6,48,22,830,830
938,South,J Botha,76,48,17,578,46,693.0,693,693.0,0,0,2,53,2,693,693
939,South,MJR Rindel,22,22,1,575,106,860.0,860,860.0,1,2,1,56,0,860,860
940,South,WD Parnell,73,43,15,574,56,723.0,723,723.0,0,1,3,43,9,723,723
941,South,RJ Peterson,79,41,14,556,68,688.0,688,688.0,0,1,4,51,5,688,688
942,South,AP Kuiper,25,23,7,539,63,662.0,662,662.0,0,3,0,37,11,662,662
943,South,K Verreynne,19,16,2,533,95,588.0,588,588.0,0,5,0,41,11,588,588
944,South,AN Petersen,21,19,1,504,80,610.0,610,610.0,0,4,0,54,3,610,610
945,South,DJ Callaghan,29,25,6,493,169,726.0,726,726.0,1,0,2,43,5,726,726
946,South,R McLaren,54,41,15,485,71,680.0,680,680.0,0,1,3,42,6,680,680
947,South,T de Zorzi,14,14,1,482,119,503.0,503,503.0,1,1,0,45,18,503,503
948,South,CH Morris,42,27,4,467,62,465.0,465,465.0,0,1,0,36,15,465,465
949,South,M Jansen,29,24,5,464,75,436.0,436,436.0,0,1,2,34,22,436,436
950,South,MN van Wyk,17,17,1,425,82,617.0,617,617.0,0,4,2,48,4,617,617
951,South,K Rabada,106,45,18,401,31,507.0,507,507.0,0,0,2,30,12,507,507
952,South,DW Steyn,123,49,12,361,60,547.0,547,547.0,0,1,8,35,9,547,547
953,South,RD Rickelton,9,9,0,335,103,353.0,353,353.0,1,1,0,33,6,353,353
954,South,RP Snell,42,28,8,322,63,330.0,330,330.0,0,2,1,20,4,330,330
955,South,DM Benkenstein,23,20,3,305,69,463.0,463,463.0,0,1,3,20,0,463,463
956,South,LE Bosman,13,11,0,299,88,293.0,293,293.0,0,2,2,37,9,293,293
957,South,DN Crookes,32,23,3,296,54,412.0,412,412.0,0,1,3,20,5,412,412
958,South,PWA Mulder,25,20,5,276,64,332.0,332,332.0,0,2,1,27,4,332,332
959,South,AM Bacher,13,13,0,270,56,469.0,469,469.0,0,1,0,26,0,469,469
960,South,T Stubbs,9,9,2,249,112,282.0,282,282.0,1,1,2,13,8,282,282
961,South,KA Maharaj,48,24,5,239,40,292.0,292,292.0,0,0,1,29,2,292,292
962,South,M Morkel,114,45,17,239,32,321.0,321,321.0,0,0,9,19,7,321,321
963,South,MP Breetzke,2,2,0,233,150,232.0,232,232.0,1,1,0,21,6,232,232
964,South,EO Simons,23,18,4,217,24,295.0,295,295.0,0,0,1,10,3,295,295
965,South,M Ntini,172,46,23,199,42,298.0,298,298.0,0,0,9,16,6,298,298
966,South,D Pretorius,27,13,1,192,50,224.0,224,224.0,0,1,1,14,5,224,224
967,South,JL Ontong,27,15,2,184,32,265.0,265,265.0,0,0,0,18,1,265,265
968,South,JT Smuts,6,5,1,180,84,229.0,229,229.0,0,1,0,20,1,229,229
969,South,PS de Villiers,83,36,15,170,20,218.0,218,218.0,0,0,7,13,2,218,218
970,South,Imran Tahir,107,36,16,157,29,225.0,225,225.0,0,0,6,21,1,225,225
971,South,VD Philander,30,19,7,151,30,213.0,213,213.0,0,0,3,14,0,213,213
972,South,K Zondo,6,6,1,146,54,231.0,231,231.0,0,1,0,8,3,231,231
973,South,CR Matthews,56,22,9,141,26,202.0,202,202.0,0,0,3,5,2,202,202
974,South,JF Smith,3,3,0,132,91,149.0,149,149.0,0,1,1,10,6,149,149
975,South,A Nel,79,22,12,127,30,166.0,166,166.0,0,0,2,14,3,166,166
976,South,M van Jaarsveld,11,7,1,124,45,169.0,169,169.0,0,0,1,16,0,169,169
977,South,L Ngidi,67,27,16,124,20,236.0,236,236.0,0,0,5,8,6,236,236
978,South,RK Kleinveldt,10,7,0,105,43,124.0,124,124.0,0,0,1,9,5,124,124
979,South,D Elgar,8,7,1,104,42,177.0,177,177.0,0,0,0,6,0,177,177
980,South,D Wiese,6,6,1,102,41,115.0,115,115.0,0,0,0,7,5,115,115
981,South,S Elworthy,39,16,8,100,23,160.0,160,160.0,0,0,3,10,1,160,160
982,South,AA Donald,164,40,18,95,13,279.0,279,279.0,0,0,12,2,0,279,279
983,South,GFJ Liebenberg,4,4,0,94,39,199.0,199,199.0,0,0,0,8,0,199,199
984,South,JJ van der Wath,10,8,2,89,37,70.0,70,70.0,0,0,3,3,8,70,70
985,South,GH Bodi,2,2,0,83,51,132.0,132,132.0,0,1,0,9,1,132,132
986,South,LJ Koen,5,5,0,82,28,169.0,169,169.0,0,0,1,9,0,169,169
987,South,AM Phangiso,21,13,2,81,20,162.0,162,162.0,0,0,3,5,0,162,162
988,South,MW Rushmere,4,4,0,78,35,174.0,174,174.0,0,0,0,4,0,174,174
989,South,KJ Abbott,28,13,4,76,23,126.0,126,126.0,0,0,1,6,0,126,126
990,South,BC Fortuin,13,9,1,74,28,127.0,127,127.0,0,0,1,5,1,127,127
991,South,R Telemachus,37,15,3,73,29,94.0,94,94.0,0,0,2,4,3,94,94
992,South,CK Langeveldt,72,21,10,73,12,124.0,124,124.0,0,0,1,8,0,124,124
993,South,AC Dawson,19,7,4,69,23,67.0,67,67.0,0,0,0,9,1,67,67
994,South,SJ Cook,4,4,0,67,35,118.0,118,118.0,0,0,1,4,0,118,118
995,South,PR Adams,24,9,5,66,33,124.0,124,124.0,0,0,2,5,0,124,124
996,South,ELR Stewart,6,6,2,61,23,116.0,116,116.0,0,0,0,5,0,116,116
997,South,G Coetzee,14,7,0,57,22,90.0,90,90.0,0,0,1,4,1,90,90
998,South,Zubayr Hamza,1,1,0,56,56,79.0,79,79.0,0,1,0,5,1,79,79
999,South,LL Tsotsobe,61,21,13,56,16,109.0,109,109.0,0,0,3,7,1,109,109
1000,South,C Bosch,2,2,2,55,40,53.0,53,53.0,0,0,0,6,1,53,53
1001,South,SJ Palframan,7,4,0,55,28,80.0,80,80.0,0,0,0,8,0,80,80
1002,South,MW Pringle,17,8,3,48,13,56.0,56,56.0,0,0,1,2,0,56,56
1003,South,PC Strydom,10,8,3,48,34,94.0,94,94.0,0,0,1,2,0,94,94
1004,South,A Nortje,22,7,1,40,10,59.0,59,59.0,0,0,1,3,0,59,59
1005,South,RE van der Merwe,13,7,3,39,12,41.0,41,41.0,0,0,1,3,2,41,41
1006,South,T Shamsi,55,15,11,39,11,69.0,69,69.0,0,0,3,4,0,69,69
1007,South,RE Bryson,7,4,3,32,17,25.0,25,25.0,0,0,0,2,1,25,25
1008,South,M Yachad,1,1,0,31,31,77.0,77,77.0,0,0,0,1,0,77,77
1009,South,C Jonker,2,2,0,31,25,33.0,33,33.0,0,0,0,5,1,33,33
1010,South,GF Linde,2,2,1,27,18,29.0,29,29.0,0,0,0,3,0,29,29
1011,South,CEB Rice,3,2,0,26,14,37.0,37,37.0,0,0,0,1,1,37,37
1012,South,TG Shaw,9,6,4,26,17,35.0,35,35.0,0,0,1,1,0,35,35
1013,South,N Pothas,3,1,0,24,24,41.0,41,41.0,0,0,0,0,0,41,41
1014,South,BE Hendricks,10,4,1,24,18,45.0,45,45.0,0,0,0,2,0,45,45
1015,South,J Louw,3,1,0,23,23,7.0,7,7.0,0,0,0,1,3,7,7
1016,South,O Henry,3,3,1,20,11,26.0,26,26.0,0,0,0,2,0,26,26
1017,South,SSB Magala,8,5,2,18,6,24.0,24,24.0,0,0,1,2,0,24,24
1018,South,DM Dupavillon,2,1,0,17,17,10.0,10,10.0,0,0,0,2,1,10,10
1019,South,LB Williams,7,3,0,17,13,23.0,23,23.0,0,0,0,2,0,23,23
1020,South,S Abrahams,1,1,1,16,16,26.0,26,26.0,0,0,0,2,0,26,26
1021,South,L Sipamla,5,2,2,14,10,19.0,19,19.0,0,0,0,0,0,19,19
1022,South,OEG Baartman,4,3,3,13,10,24.0,24,24.0,0,0,0,0,0,24,24
1023,South,M Hayward,21,5,1,12,4,28.0,28,28.0,0,0,1,0,0,28,28
1024,South,N Burger,5,4,3,10,7,61.0,61,61.0,0,0,0,0,0,61,61
1025,South,VB van Jaarsveld,2,2,0,9,5,15.0,15,15.0,0,0,0,0,0,15,15
1026,South,H Davids,2,2,0,8,7,24.0,24,24.0,0,0,0,0,0,24,24
1027,South,HS Williams,7,2,1,8,7,11.0,11,11.0,0,0,0,0,0,11,11
1028,South,CJ Dala,3,2,1,8,5,6.0,6,6.0,0,0,0,1,0,6,6
1029,South,E Bosch,1,1,1,7,7,9.0,9,9.0,0,0,0,0,0,9,9
1030,South,SD Jack,2,2,0,7,6,8.0,8,8.0,0,0,0,0,0,8,8
1031,South,CE Eksteen,6,2,2,6,6,25.0,25,25.0,0,0,0,0,0,25,25
1032,South,DB Rundle,2,2,0,6,6,11.0,11,11.0,0,0,1,1,0,11,11
1033,South,J Theron,4,1,0,5,5,5.0,5,5.0,0,0,0,0,0,5,5
1034,South,N Peter,2,1,0,5,5,25.0,25,25.0,0,0,0,0,0,25,25
1035,South,DJ Terbrugge,4,2,1,5,5,14.0,14,14.0,0,0,0,0,0,14,14
1036,South,PJR Steyn,1,1,0,4,4,14.0,14,14.0,0,0,0,0,0,14,14
1037,South,M Zondeki,11,2,2,4,3,3.0,3,3.0,0,0,0,0,0,3,3
1038,South,CJPG van Zyl,2,2,1,3,3,11.0,11,11.0,0,0,1,0,0,11,11
1039,South,MS Tshabalala,4,1,1,2,2,3.0,3,3.0,0,0,0,0,0,3,3
1040,South,S Muthusamy,2,1,0,2,2,3.0,3,3.0,0,0,0,0,0,3,3
1041,South,PV Mpitsang,2,1,1,1,1,1.0,1,1.0,0,0,0,0,0,1,1
1042,South,M Mpongwana,1,1,1,1,1,2.0,2,2.0,0,0,0,0,0,2,2
1043,South,KT Maphaka,2,2,0,1,1,3.0,3,3.0,0,0,1,0,0,3,3
1045,Sri,KC Sangakkara,397,373,40,13975,169,17715.0,17715,17715.0,25,90,15,1349,86,17715,17715
1046,Sri,ST Jayasuriya,441,429,18,13364,189,14644.0,14644,14644.0,28,68,34,1493,268,14644,14644
1047,Sri,DPMD Jayawardene,443,413,38,12381,144,15736.0,15736,15736.0,18,75,28,1098,71,15736,15736
1048,Sri,TM Dilshan,330,303,41,10290,161,11933.0,11933,11933.0,22,47,11,1111,55,11933,11933
1049,Sri,PA de Silva,308,296,30,9284,145,11443.0,11443,11443.0,11,64,17,712,102,11443,11443
1050,Sri,MS Atapattu,268,259,32,8529,132,12594.0,12594,12594.0,11,59,13,734,15,12594,12594
1051,Sri,A Ranatunga,269,255,47,7456,131,9571.0,9571,9571.0,4,49,18,523,64,9571,9571
1052,Sri,WU Tharanga,234,222,17,6941,174,9133.0,9133,9133.0,15,37,17,797,52,9133,9133
1053,Sri,AD Mathews,226,195,48,5916,139,7136.0,7136,7136.0,3,40,17,468,90,7136,7136
1054,Sri,RS Mahanama,213,198,23,5162,119,8521.0,8521,8521.0,4,35,15,331,17,8521,8521
1055,Sri,BKG Mendis,146,143,12,4654,143,5264.0,5264,5264.0,6,34,14,479,76,5264,5264
1056,Sri,RP Arnold,180,155,43,3950,103,5443.0,5443,5443.0,1,28,7,284,21,5443,5443
1057,Sri,AP Gurusinha,147,143,5,3902,117,6409.0,6409,6409.0,2,22,12,279,42,6409,6409
1058,Sri,LD Chandimal,157,142,21,3854,111,5191.0,5191,5191.0,4,24,11,262,43,5191,5191
1059,Sri,HP Tillakaratne,200,168,40,3789,104,6588.0,6588,6588.0,2,13,10,224,10,6588,6588
1060,Sri,RS Kaluwitharana,189,181,14,3711,102,4776.0,4776,4776.0,2,23,24,411,17,4776,4776
1061,Sri,MDKJ Perera,116,111,5,3237,135,3485.0,3485,3485.0,6,17,12,362,52,3485,3485
1062,Sri,HDRL Thirimanne,127,106,14,3194,139,4419.0,4419,4419.0,4,21,7,246,25,4419,4419
1063,Sri,P Nissanka,69,69,5,2548,210,2846.0,2846,2846.0,6,16,6,319,32,2846,2846
1064,Sri,KIC Asalanka,76,68,10,2544,127,2799.0,2799,2799.0,5,16,5,211,63,2799,2799
1065,Sri,NLTC Perera,166,133,16,2338,140,2086.0,2086,2086.0,1,10,11,176,84,2086,2086
1066,Sri,WPUJC Vaas,321,219,72,2018,50,2785.0,2785,2785.0,0,1,25,127,22,2785,2785
1067,Sri,DM de Silva,90,82,10,1865,93,2373.0,2373,2373.0,0,10,4,186,17,2373,2373
1068,Sri,DA Gunawardene,61,61,1,1708,132,2389.0,2389,2389.0,1,12,5,210,5,2389,2389
1069,Sri,UDU Chandana,147,111,17,1627,89,2229.0,2229,2229.0,0,5,8,108,22,2229,2229
1070,Sri,CK Kapugedera,102,84,7,1624,95,2254.0,2254,2254.0,0,8,7,117,28,2254,2254
1071,Sri,N Dickwella,55,52,1,1604,116,1717.0,1717,1717.0,2,9,1,187,12,1717,1717
1072,Sri,MD Gunathilaka,47,46,1,1601,133,1844.0,1844,1844.0,2,11,1,172,20,1844,1844
1073,Sri,WIA Fernando,51,50,0,1589,127,1787.0,1787,1787.0,4,9,5,165,31,1787,1787
1074,Sri,LPC Silva,75,62,7,1587,107,2254.0,2254,2254.0,1,13,6,139,10,2254,2254
1075,Sri,RL Dias,58,55,5,1573,121,2315.0,2315,2315.0,2,11,3,117,4,2315,2315
1076,Sri,LRD Mendis,79,74,9,1527,80,2034.0,2034,2034.0,0,7,4,113,9,2034,2034
1077,Sri,KMDN Kulasekara,184,123,37,1327,73,1629.0,1629,1629.0,0,4,13,95,39,1629,1629
1078,Sri,FDM Karunaratne,50,46,4,1316,103,1654.0,1654,1654.0,1,11,4,131,1,1654,1654
1079,Sri,MD Shanaka,71,63,5,1299,108,1420.0,1420,1420.0,2,4,6,103,42,1420,1420
1080,Sri,S Samarawickrama,50,45,5,1261,108,1356.0,1356,1356.0,1,8,5,130,7,1356,1356
1081,Sri,HDPK Dharmasena,141,87,33,1222,69,1879.0,1879,1879.0,0,4,2,63,2,1879,1879
1082,Sri,MF Maharoof,109,75,18,1113,69,1294.0,1294,1294.0,0,2,3,89,25,1294,1294
1083,Sri,PW Hasaranga,66,54,8,1030,80,952.0,952,952.0,0,4,3,90,36,952,952
1084,Sri,DSBP Kuruppu,54,52,1,1022,72,1978.0,1978,1978.0,0,4,3,79,4,1978,1978
1085,Sri,RS Madugalle,63,56,5,950,73,1574.0,1574,1574.0,0,3,4,57,16,1574,1574
1086,Sri,SHT Kandamby,39,36,6,870,93,1250.0,1250,1250.0,0,5,2,71,0,1250,1250
1087,Sri,TT Samaraweera,53,42,11,862,105,1244.0,1244,1244.0,2,0,4,76,0,1244,1244
1088,Sri,MAR Samarasekera,39,39,2,844,76,1207.0,1207,1207.0,0,4,2,73,5,1207,1207
1089,Sri,RS Kalpage,86,69,28,844,51,1320.0,1320,1320.0,0,1,2,29,4,1320,1320
1090,Sri,JR Ratnayeke,78,69,14,824,50,1571.0,1571,1571.0,0,1,4,43,2,1571,1571
1091,Sri,S Wettimuny,35,33,1,786,86,1636.0,1636,1636.0,0,4,1,46,2,1636,1636
1092,Sri,J Liyanage,26,21,4,735,101,896.0,896,896.0,1,5,0,54,19,896,896
1093,Sri,J Mubarak,40,37,6,704,72,1115.0,1115,1115.0,0,4,1,62,5,1115,1115
1094,Sri,M Muralidaran,343,161,63,674,33,867.0,867,867.0,0,0,24,50,12,867,867
1095,Sri,UC Hathurusingha,35,33,1,669,66,1318.0,1318,1318.0,0,4,3,59,0,1318,1318
1096,Sri,BMAJ Mendis,58,44,10,636,72,769.0,769,769.0,0,1,2,48,13,769,769
1097,Sri,RJ Ratnayake,70,55,18,612,33,705.0,705,705.0,0,0,4,43,18,705,705
1098,Sri,DAS Gunaratne,31,25,4,575,114,724.0,724,724.0,1,1,0,50,6,724,724
1099,Sri,SL Malinga,226,119,36,567,56,761.0,761,761.0,0,1,26,45,21,761,761
1100,Sri,TAM Siriwardana,27,24,1,516,66,525.0,525,525.0,0,3,1,39,13,525,525
1101,Sri,ALF de Mel,57,41,9,466,36,595.0,595,595.0,0,0,6,22,3,595,595
1102,Sri,C Karunaratne,26,24,6,451,75,575.0,575,575.0,0,1,0,32,8,575,575
1103,Sri,SAR Silva,20,20,0,441,85,838.0,838,838.0,0,3,1,32,0,838,838
1104,Sri,S Prasanna,40,37,3,421,95,445.0,445,445.0,0,2,7,29,26,445,445
1105,Sri,SMA Priyanjan,23,20,2,420,74,522.0,522,522.0,0,2,0,47,3,522,522
1106,Sri,PHKD Mendis,22,21,5,402,64,555.0,555,555.0,0,2,2,28,9,555,555
1107,Sri,RG de Alwis,31,27,8,401,59,512.0,512,512.0,0,2,2,33,7,512,512
1108,Sri,WS Jayantha,17,17,2,400,74,530.0,530,530.0,0,2,2,54,4,530,530
1109,Sri,T Thushara,38,27,6,392,54,424.0,424,424.0,0,1,4,32,9,424,424
1110,Sri,DN Wellalage,31,24,5,386,67,483.0,483,483.0,0,1,3,30,10,483,483
1111,Sri,DS de Silva,41,29,10,371,37,691.0,691,691.0,0,0,0,23,0,691,691
