,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format,Careerspan
1776,Bangladesh,Kamrul Islam Rabbi,7,14,5,51,25,5.66,281,18.14,0,0,5,5,2,2016,2018,Test,2
147,India,BS Sandhu,22,7,3,51,16,12.75,97,52.57,0,0,2,2,1,1982,1984,ODI,2
144,India,A Mithun,5,3,0,51,24,17.0,55,92.72,0,0,0,2,4,2010,2011,ODI,1
145,India,D Dasgupta,5,4,1,51,24,17.0,82,62.19,0,0,1,6,0,2001,2001,ODI,0
3559,West_Indies_Indies,MW Forde,8,5,1,51,15,12.75,35,145.71,0,0,0,4,3,2023,2025,T20,2
885,Pakistan,Usman Khan,2,2,0,51,39,25.5,50,102.0,0,0,0,5,2,2025,2025,ODI,0
2982,Bangladesh,Raqibul Hasan,5,5,0,51,18,10.2,62,82.25,0,0,0,3,1,2008,2010,T20,2
146,India,CA Pujara,5,5,0,51,27,10.2,130,39.23,0,0,2,4,0,2013,2014,ODI,1
3265,Pakistan,Naseem Shah,30,11,4,51,16,7.28,46,110.86,0,0,4,4,3,2022,2024,T20,2
2720,Afghanistan,Rahmanullah Gurbaz,1,2,0,51,46,25.5,105,48.57,0,0,0,4,2,2024,2024,Test,0
3560,West_Indies_Indies,DC Thomas,12,8,2,51,31,8.5,54,94.44,0,0,0,4,2,2009,2022,T20,13
735,New_Zealand_Zealand,PA Horne,4,4,0,50,18,12.5,122,40.98,0,0,1,3,0,1987,1987,ODI,0
3266,Pakistan,Mohammad Yousuf,3,3,0,50,26,16.66,43,116.27,0,0,0,5,1,2006,2010,T20,4
2983,Bangladesh,Hasan Mahmud,26,9,7,50,26,25.0,51,98.03,0,0,1,0,4,2020,2025,T20,5
1165,Sri_Lanka_Lanka,RTM Mendis,4,4,2,50,26,25.0,50,100.0,0,0,0,3,1,2021,2022,ODI,1
3067,England,J Overton,12,8,2,50,19,8.33,47,106.38,0,0,1,3,1,2024,2025,T20,1
3629,Afghanistan,Hamid Hassan,25,9,6,50,22,16.66,46,108.69,0,0,0,3,2,2010,2021,T20,11
1777,Bangladesh,Mohammad Salim,2,4,1,49,26,16.33,128,38.28,0,0,1,6,0,2003,2003,Test,0
736,New_Zealand_Zealand,NF Kelly,3,3,0,49,31,16.33,61,80.32,0,0,0,7,2,2025,2025,ODI,0
737,New_Zealand_Zealand,GK Robertson,10,6,0,49,17,8.16,48,102.08,0,0,1,1,0,1981,1989,ODI,8
1167,Sri_Lanka_Lanka,KEA Upashantha,12,8,1,49,15,7.0,86,56.97,0,0,0,3,1,1995,2001,ODI,6
1166,Sri_Lanka_Lanka,D Ranatunga,4,4,0,49,25,12.25,156,31.41,0,0,1,2,0,1990,1990,ODI,0
3455,Sri_Lanka_Lanka,CU Jayasinghe,5,3,2,49,38,49.0,49,100.0,0,0,0,3,1,2009,2010,T20,1
149,India,DJ Gandhi,3,3,0,49,30,16.33,97,50.51,0,0,0,8,0,1999,2000,ODI,1
389,Bangladesh,Hasan Mahmud,24,15,4,49,15,4.45,107,45.79,0,0,5,6,0,2021,2025,ODI,4
148,India,SS Tiwary,3,2,2,49,37,0.0,56,87.5,0,0,0,5,1,2010,2010,ODI,0
3167,New_Zealand_Zealand,KA Jamieson,15,6,3,49,30,16.33,34,144.11,0,0,1,7,0,2020,2025,T20,5
3363,South_Africa_Africa,HG Kuhn,7,6,2,49,29,12.25,42,116.66,0,0,0,3,2,2009,2017,T20,8
3454,Sri_Lanka_Lanka,K Weeraratne,5,5,2,49,20,16.33,45,108.88,0,0,0,4,1,2008,2009,T20,1
887,Pakistan,Zafar Iqbal,8,6,0,48,18,8.0,62,77.41,0,0,1,2,1,1995,1995,ODI,0
997,South_Africa_Africa,PC Strydom,10,8,3,48,34,9.6,94,51.06,0,0,1,2,0,2000,2000,ODI,0
996,South_Africa_Africa,MW Pringle,17,8,3,48,13,9.6,56,85.71,0,0,1,2,0,1992,1994,ODI,2
1168,Sri_Lanka_Lanka,MG Vandort,1,1,0,48,48,48.0,117,41.02,0,0,0,3,0,2006,2006,ODI,0
3630,Afghanistan,Hashmatullah Shahidi,6,4,2,48,36,24.0,55,87.27,0,0,0,5,0,2013,2022,T20,9
738,New_Zealand_Zealand,TB Robinson,3,3,0,48,35,16.0,47,102.12,0,0,0,7,0,2024,2024,ODI,0
886,Pakistan,Zulqarnain Haider,4,4,2,48,19,24.0,68,70.58,0,0,0,3,0,2010,2010,ODI,0
888,Pakistan,Irfan Khan,9,6,0,48,22,8.0,74,64.86,0,0,1,3,1,2024,2025,ODI,1
889,Pakistan,Mohammad Irfan,60,33,21,48,12,4.0,149,32.21,0,0,8,5,2,2010,2016,ODI,6
2526,Sri_Lanka_Lanka,Y Goonasekera,2,4,0,48,23,12.0,145,33.1,0,0,0,3,0,1983,1983,Test,0
390,Bangladesh,Arafat Sunny,16,11,7,48,15,12.0,92,52.17,0,0,1,5,0,2014,2015,ODI,1
2888,Australia,TD Paine,10,7,1,47,21,7.83,40,117.5,0,0,2,4,2,2009,2017,T20,8
2887,Australia,L Ronchi,3,2,0,47,36,23.5,27,174.07,0,0,0,8,1,2008,2009,T20,1
1778,Bangladesh,Khaled Ahmed,16,28,9,47,22,2.47,166,28.31,0,0,14,6,2,2018,2025,Test,7
1169,Sri_Lanka_Lanka,ER Fernando,3,3,0,47,22,15.66,66,71.21,0,0,0,7,0,1975,1975,ODI,0
739,New_Zealand_Zealand,BGK Walker,11,7,4,47,16,15.66,79,59.49,0,0,0,3,0,2000,2002,ODI,2
2889,Australia,JW Hastings,9,6,2,46,15,11.5,37,124.32,0,0,0,3,1,2010,2016,T20,6
3364,South_Africa_Africa,JJ van der Wath,8,4,1,46,21,15.33,39,117.94,0,0,0,3,1,2006,2007,T20,1
1373,Afghanistan,Noor Ahmad,13,6,1,46,26,9.2,64,71.87,0,0,1,5,0,2022,2025,ODI,3
3267,Pakistan,Mohammad Wasim,29,11,7,46,12,11.5,53,86.79,0,0,1,5,1,2021,2024,T20,3
2789,India,Kuldeep Yadav,40,7,3,46,23,11.5,59,77.96,0,0,2,2,0,2017,2024,T20,7
1374,Afghanistan,Fareed Ahmad,19,8,4,46,17,11.5,87,52.87,0,0,1,2,1,2014,2024,ODI,10
3561,West_Indies_Indies,RA Reifer,3,2,0,46,27,23.0,41,112.19,0,0,0,1,2,2022,2023,T20,1
3631,Afghanistan,Sharafuddin Ashraf,19,12,6,46,18,7.66,55,83.63,0,0,2,4,1,2015,2024,T20,9
3068,England,L Gregory,9,7,1,45,15,7.5,41,109.75,0,0,1,2,2,2019,2021,T20,2
740,New_Zealand_Zealand,PJ Wiseman,15,7,5,45,16,22.5,83,54.21,0,0,0,3,1,1998,2003,ODI,5
2891,Australia,JA Richardson,18,8,5,45,11,15.0,51,88.23,0,0,1,3,1,2017,2022,T20,5
2721,Afghanistan,Qais Ahmad,2,4,0,45,21,11.25,88,51.13,0,0,0,4,1,2019,2024,Test,5
2890,Australia,NJ Maddinson,6,4,0,45,34,11.25,35,128.57,0,0,0,6,1,2013,2018,T20,5
890,Pakistan,Azeem Hafeez,15,10,7,45,15,15.0,104,43.26,0,0,1,5,0,1983,1985,ODI,2
741,New_Zealand_Zealand,VR Brown,3,3,0,44,32,14.66,85,51.76,0,0,0,3,0,1988,1988,ODI,0
3168,New_Zealand_Zealand,BJ Jacobs,3,2,1,44,44,44.0,32,137.5,0,0,1,1,3,2025,2025,T20,0
3268,Pakistan,Saad Nasim,3,2,0,44,25,22.0,53,83.01,0,0,0,0,1,2014,2014,T20,0
3632,Afghanistan,Naveen-ul-Haq,48,14,5,44,13,4.88,65,67.69,0,0,3,5,1,2019,2024,T20,5
391,Bangladesh,Golam Faruq,5,4,2,44,23,22.0,104,42.3,0,0,0,0,0,1986,1990,ODI,4
1170,Sri_Lanka_Lanka,KHRK Fernando,7,5,3,43,23,21.5,72,59.72,0,0,0,4,1,2002,2006,ODI,4
2790,India,S Badrinath,1,1,0,43,43,43.0,37,116.21,0,0,0,5,0,2011,2011,T20,0
3456,Sri_Lanka_Lanka,B Fernando,23,7,3,43,20,10.75,48,89.58,0,0,1,3,1,2015,2025,T20,10
392,Bangladesh,Faisal Hossain,6,5,1,43,17,10.75,91,47.25,0,0,1,3,1,2004,2010,ODI,6
3562,West_Indies_Indies,NO Miller,9,5,4,43,15,43.0,47,91.48,0,0,0,2,0,2009,2014,T20,5
3563,West_Indies_Indies,S Badree,50,15,9,43,14,7.16,63,68.25,0,0,0,1,1,2012,2018,T20,6
3069,England,BA Carse,11,7,2,43,31,8.6,34,126.47,0,0,2,2,3,2023,2025,T20,2
891,Pakistan,Azmat Rana,2,2,1,42,22,42.0,73,57.53,0,0,0,0,0,1978,1978,ODI,0
2791,India,AT Rayudu,6,5,1,42,20,10.5,50,84.0,0,0,2,5,0,2014,2016,T20,2
2722,Afghanistan,Zia-ur-Rehman,4,7,1,42,13,7.0,106,39.62,0,0,1,6,0,2024,2025,Test,1
3070,England,LE Plunkett,22,11,4,42,18,6.0,34,123.52,0,0,3,3,1,2006,2019,T20,13
393,Bangladesh,Anwar Hossain,1,1,0,42,42,42.0,107,39.25,0,0,0,6,0,2002,2002,ODI,0
2527,Sri_Lanka_Lanka,MKGCP Lakshitha,2,3,0,42,40,14.0,50,84.0,0,0,1,8,0,2002,2002,Test,0
1779,Bangladesh,Tanzim Hasan Sakib,1,1,0,41,41,41.0,80,51.25,0,0,0,2,1,2025,2025,Test,0
2984,Bangladesh,Abdur Razzak,34,20,10,41,9,4.1,74,55.4,0,0,5,1,0,2006,2014,T20,8
2528,Sri_Lanka_Lanka,GRA de Silva,4,7,2,41,14,8.2,54,50.0,0,0,2,4,1,1982,1982,Test,0
1375,Afghanistan,Nangeyalia Kharote,7,4,1,41,27,13.66,51,80.39,0,0,1,3,1,2024,2024,ODI,0
3269,Pakistan,Qasim Akram,4,3,0,41,20,13.66,45,91.11,0,0,0,6,0,2023,2024,T20,1
3633,Afghanistan,Noor Ahmad,14,8,2,41,12,6.83,53,77.35,0,0,1,1,3,2022,2024,T20,2
2723,Afghanistan,Naveed Zadran,3,5,1,41,25,10.25,116,35.34,0,0,1,6,0,2024,2024,Test,0
3365,South_Africa_Africa,L Ngidi,48,14,9,41,13,8.2,53,77.35,0,0,2,4,0,2017,2025,T20,8
1376,Afghanistan,Khaliq Dad,6,4,1,40,20,13.33,69,57.97,0,0,1,1,0,2009,2010,ODI,1
998,South_Africa_Africa,A Nortje,22,7,1,40,10,6.66,59,67.79,0,0,1,3,0,2019,2023,ODI,4
3457,Sri_Lanka_Lanka,KDK Vithanage,3,3,0,40,38,13.33,34,117.64,0,0,0,7,0,2014,2016,T20,2
3634,Afghanistan,Amir Hamza,33,9,5,40,21,10.0,38,105.26,0,0,1,3,1,2013,2021,T20,8
2529,Sri_Lanka_Lanka,KPJ Warnaweera,10,12,3,39,20,4.33,71,50.7,0,0,3,4,0,1986,1994,Test,8
1172,Sri_Lanka_Lanka,KSC de Silva,38,19,13,39,13,6.5,92,42.39,0,0,4,3,1,1996,2000,ODI,4
999,South_Africa_Africa,RE van der Merwe,13,7,3,39,12,9.75,41,95.12,0,0,1,3,2,2009,2010,ODI,1
1000,South_Africa_Africa,T Shamsi,55,15,11,39,11,9.75,69,56.52,0,0,3,4,0,2016,2025,ODI,9
1377,Afghanistan,Shahidullah,3,3,0,39,37,13.0,71,54.92,0,0,0,2,0,2022,2023,ODI,1
3270,Pakistan,Rafatullah Mohmand,3,3,0,39,23,13.0,45,86.66,0,0,1,4,0,2015,2015,T20,0
1171,Sri_Lanka_Lanka,MADI Hemantha,5,4,2,39,22,19.5,39,100.0,0,0,1,3,1,2023,2023,ODI,0
2792,India,D Padikkal,2,2,0,38,29,19.0,38,100.0,0,0,0,2,1,2021,2021,T20,0
3169,New_Zealand_Zealand,AK Kitchen,5,4,1,38,16,12.66,32,118.75,0,0,0,3,1,2017,2018,T20,1
3170,New_Zealand_Zealand,BJ Watling,5,4,0,38,22,9.5,58,65.51,0,0,0,3,0,2009,2014,T20,5
1780,Bangladesh,Elias Sunny,4,6,1,38,20,7.6,143,26.57,0,0,2,4,1,2011,2013,Test,2
2531,Sri_Lanka_Lanka,KHRK Fernando,2,4,0,38,24,9.5,79,48.1,0,0,2,8,0,2002,2002,Test,0
2530,Sri_Lanka_Lanka,G Wijekoon,2,3,0,38,14,12.66,93,40.86,0,0,0,4,0,2005,2005,Test,0
3071,England,Rehan Ahmed,10,6,2,38,11,9.5,29,131.03,0,0,1,4,2,2023,2024,T20,1
2793,India,D Mongia,1,1,0,38,38,38.0,45,84.44,0,0,0,4,1,2006,2006,T20,0
1173,Sri_Lanka_Lanka,CKB Kulasekara,4,3,0,38,19,12.66,72,52.77,0,0,1,0,0,2011,2012,ODI,1
3564,West_Indies_Indies,SJ Benn,24,7,4,37,13,12.33,42,88.09,0,0,1,5,1,2008,2016,T20,8
394,Bangladesh,Saiful Islam,7,4,2,37,22,18.5,59,62.71,0,0,0,3,0,1990,1997,ODI,7
3271,Pakistan,Danish Aziz,2,2,0,37,22,18.5,35,105.71,0,0,0,1,1,2021,2021,T20,0
1379,Afghanistan,Naveen-ul-Haq,15,10,5,37,10,7.4,54,68.51,0,0,2,5,0,2016,2023,ODI,7
3072,England,JS Foster,5,5,2,37,14,12.33,32,115.62,0,0,0,0,1,2009,2009,T20,0
1378,Afghanistan,AM Ghazanfar,11,4,1,37,31,12.33,35,105.71,0,0,1,2,3,2024,2024,ODI,0
1781,Bangladesh,Syed Rasel,6,12,4,37,19,4.62,95,38.94,0,0,2,6,0,2005,2007,Test,2
3172,New_Zealand_Zealand,RM Hira,15,3,1,37,20,18.5,33,112.12,0,0,0,4,1,2012,2013,T20,1
3171,New_Zealand_Zealand,BM Wheeler,6,4,2,37,30,18.5,28,132.14,0,0,0,3,2,2017,2018,T20,1
3272,Pakistan,Mirza Baig,3,3,1,36,32,18.0,29,124.13,0,0,1,5,2,2023,2023,T20,0
3273,Pakistan,Haseebullah Khan,3,3,0,36,24,12.0,30,120.0,0,0,1,4,1,2024,2024,T20,0
1174,Sri_Lanka_Lanka,PW Gunaratne,23,8,3,36,15,7.2,63,57.14,0,0,2,5,0,2002,2003,ODI,1
3366,South_Africa_Africa,C Bosch,5,4,2,36,23,18.0,25,144.0,0,0,0,3,1,2025,2025,T20,0
1176,Sri_Lanka_Lanka,D Madushanka,26,11,8,36,19,12.0,79,45.56,0,0,1,5,0,2023,2024,ODI,1
1175,Sri_Lanka_Lanka,KR Pushpakumara,31,9,5,36,14,9.0,52,69.23,0,0,2,2,0,1994,1999,ODI,5
3565,West_Indies_Indies,HR Walsh,31,10,6,36,12,9.0,47,76.59,0,0,2,2,2,2019,2024,T20,5
3274,Pakistan,Usman Qadir,25,9,5,36,18,9.0,30,120.0,0,0,2,3,1,2020,2023,T20,3
3275,Pakistan,Ahsan Ali,2,2,0,36,36,18.0,39,92.3,0,0,1,4,0,2020,2020,T20,0
1782,Bangladesh,Abu Jayed,13,22,8,36,8,2.57,157,22.92,0,0,7,4,0,2018,2021,Test,3
2794,India,PA Patel,2,2,0,36,26,18.0,32,112.5,0,0,0,4,1,2011,2011,T20,0
2532,Sri_Lanka_Lanka,SKL de Silva,3,4,2,36,20,18.0,153,23.52,0,0,1,3,0,1997,1997,Test,0
2892,Australia,SA Abbott,24,10,5,36,12,7.2,35,102.85,0,0,2,2,1,2014,2025,T20,11
2893,Australia,BCJ Cutting,4,3,0,35,29,11.66,23,152.17,0,0,1,1,3,2013,2014,T20,1
2795,India,STR Binny,3,2,0,35,24,17.5,29,120.68,0,0,0,2,1,2015,2016,T20,1
2986,Bangladesh,Aminul Islam,10,7,4,35,9,11.66,41,85.36,0,0,0,4,0,2019,2021,T20,2
395,Bangladesh,Nazmul Hossain,38,21,13,35,6,4.37,128,27.34,0,0,4,0,0,2004,2012,ODI,8
2985,Bangladesh,Shuvagata Hom,5,4,2,35,16,17.5,35,100.0,0,0,0,3,1,2016,2016,T20,0
3073,England,S Mahmood,19,9,4,35,12,7.0,45,77.77,0,0,1,2,1,2019,2025,T20,6
3458,Sri_Lanka_Lanka,JDF Vandersay,17,10,7,35,8,11.66,40,87.5,0,0,0,3,1,2015,2025,T20,10
3635,Afghanistan,Ijaz Ahmad Ahmadzai,3,3,0,35,16,11.66,32,109.37,0,0,0,2,2,2024,2024,T20,0
1178,Sri_Lanka_Lanka,N Pradeep,49,25,17,35,7,4.37,83,42.16,0,0,4,3,1,2012,2022,ODI,10
1177,Sri_Lanka_Lanka,SM Warnapura,3,3,0,35,30,11.66,76,46.05,0,0,1,5,0,2007,2008,ODI,1
2988,Bangladesh,Munim Shahriar,5,5,0,34,17,6.8,47,72.34,0,0,0,5,0,2022,2022,T20,0
3367,South_Africa_Africa,SSB Magala,6,3,2,34,18,34.0,18,188.88,0,0,0,1,4,2021,2023,T20,2
1179,Sri_Lanka_Lanka,RMS Eranga,19,11,8,34,12,11.33,64,53.12,0,0,1,4,0,2011,2016,ODI,5
3276,Pakistan,Hammad Azam,5,4,1,34,21,11.33,34,100.0,0,0,0,3,1,2012,2013,T20,1
2987,Bangladesh,Arafat Sunny,10,6,3,34,10,11.33,30,113.33,0,0,0,3,1,2014,2016,T20,2
3459,Sri_Lanka_Lanka,RJMGM Rupasinghe,2,2,0,33,18,16.5,39,84.61,0,0,0,2,0,2009,2009,T20,0
2533,Sri_Lanka_Lanka,PDRL Perera,8,9,6,33,11,11.0,124,26.61,0,0,1,4,0,1999,2002,Test,3
3636,Afghanistan,Qais Ahmad,11,5,1,33,18,8.25,29,113.79,0,0,1,4,1,2020,2024,T20,4
1180,Sri_Lanka_Lanka,PARP Perera,2,2,0,33,33,16.5,58,56.89,0,0,1,2,0,2019,2019,ODI,0
1181,Sri_Lanka_Lanka,LWS Kaluperuma,4,3,3,33,14,0.0,60,55.0,0,0,0,2,0,1975,1982,ODI,7
3461,Sri_Lanka_Lanka,MF Maharoof,8,5,1,33,13,8.25,43,76.74,0,0,1,0,1,2006,2016,T20,10
3460,Sri_Lanka_Lanka,WPUJC Vaas,6,2,1,33,21,33.0,41,80.48,0,0,0,1,0,2006,2007,T20,1
2894,Australia,PSP Handscomb,2,2,1,33,20,33.0,33,100.0,0,0,0,1,0,2019,2019,T20,0
2724,Afghanistan,Mohammad Nabi,3,6,0,33,24,5.5,68,48.52,0,0,3,4,1,2018,2019,Test,1
3074,England,GO Jones,2,2,1,33,19,33.0,25,132.0,0,0,0,5,0,2005,2006,T20,1
3637,Afghanistan,Fareed Ahmad,32,5,4,32,24,32.0,33,96.96,0,0,0,5,0,2016,2024,T20,8
2897,Australia,BJ Dwarshuis,8,6,2,32,17,8.0,44,72.72,0,0,1,2,0,2022,2025,T20,3
1380,Afghanistan,Karim Janat,3,3,0,32,22,10.66,47,68.08,0,0,0,1,2,2017,2023,ODI,6
2895,Australia,MJ Swepson,8,5,5,32,14,0.0,23,139.13,0,0,0,1,2,2018,2022,T20,4
2896,Australia,SNJ O'Keefe,7,5,0,32,22,6.4,26,123.07,0,0,0,4,1,2010,2011,T20,1
1001,South_Africa_Africa,RE Bryson,7,4,3,32,17,32.0,25,128.0,0,0,0,2,1,1997,1997,ODI,0
3075,England,JC Tredwell,17,6,3,32,22,10.66,20,160.0,0,0,1,4,1,2012,2014,T20,2
3566,West_Indies_Indies,SE Findlay,2,2,0,32,19,16.0,31,103.22,0,0,0,4,0,2008,2008,T20,0
3368,South_Africa_Africa,J Theron,9,3,3,32,31,0.0,21,152.38,0,0,0,3,1,2010,2012,T20,2
3369,South_Africa_Africa,A Simelane,8,6,1,32,11,6.4,39,82.05,0,0,0,2,1,2024,2025,T20,1
3462,Sri_Lanka_Lanka,CAK Rajitha,18,8,5,31,9,10.33,53,58.49,0,0,1,2,0,2016,2023,T20,7
1182,Sri_Lanka_Lanka,MN Nawaz,3,3,1,31,15,15.5,71,43.66,0,0,0,1,0,1998,2002,ODI,4
1003,South_Africa_Africa,C Jonker,2,2,0,31,25,15.5,33,93.93,0,0,0,5,1,2018,2018,ODI,0
1183,Sri_Lanka_Lanka,HM Goonatilleke,6,4,3,31,14,31.0,58,53.44,0,0,0,0,0,1982,1982,ODI,0
2989,Bangladesh,Jahurul Islam,3,3,0,31,18,10.33,23,134.78,0,0,0,3,1,2010,2013,T20,3
2898,Australia,TR Birt,4,3,0,31,17,10.33,33,93.93,0,0,0,3,1,2010,2012,T20,2
2796,India,R Dravid,1,1,0,31,31,31.0,21,147.61,0,0,0,0,3,2011,2011,T20,0
3076,England,PA Nixon,1,1,1,31,31,0.0,22,140.9,0,0,0,2,1,2007,2007,T20,0
1002,South_Africa_Africa,M Yachad,1,1,0,31,31,31.0,77,40.25,0,0,0,1,0,1991,1991,ODI,0
1184,Sri_Lanka_Lanka,MVT Fernando,8,8,6,30,7,15.0,61,49.18,0,0,1,3,0,2017,2019,ODI,2
2534,Sri_Lanka_Lanka,MDUS Jayasundera,2,4,0,30,26,7.5,77,38.96,0,0,1,2,0,2015,2015,Test,0
2899,Australia,NT Ellis,26,7,3,30,12,7.5,49,61.22,0,0,1,1,1,2021,2025,T20,4
3567,West_Indies_Indies,WW Hinds,5,5,1,30,14,7.5,41,73.17,0,0,1,3,0,2006,2010,T20,4
1783,Bangladesh,Mahidul Islam Ankon,1,2,0,29,29,14.5,66,43.93,0,0,1,1,2,2024,2024,Test,0
3173,New_Zealand_Zealand,LH Ferguson,43,15,7,29,14,3.62,36,80.55,0,0,4,0,2,2017,2024,T20,7
1186,Sri_Lanka_Lanka,TCB Fernando,17,10,6,29,14,7.25,59,49.15,0,0,1,0,0,2001,2003,ODI,2
1185,Sri_Lanka_Lanka,ARM Opatha,5,3,0,29,18,9.66,55,52.72,0,0,1,3,0,1975,1979,ODI,4
3370,South_Africa_Africa,N Peter,11,5,3,29,10,14.5,25,116.0,0,0,0,3,0,2024,2025,T20,1
2725,Afghanistan,Ikram Alikhil,2,3,0,29,21,9.66,96,30.2,0,0,0,3,0,2019,2024,Test,5
2535,Sri_Lanka_Lanka,DN Wellalage,1,2,0,29,18,14.5,47,61.7,0,0,0,3,0,2022,2022,Test,0
2900,Australia,JR Hazlewood,53,11,8,29,13,9.66,28,103.57,0,0,2,2,1,2013,2025,T20,12
3277,Pakistan,Jahandad Khan,8,5,1,29,17,7.25,34,85.29,0,0,1,0,2,2024,2025,T20,1
1187,Sri_Lanka_Lanka,Pramod Madushan,9,6,1,28,15,5.6,83,33.73,0,0,0,3,0,2022,2024,ODI,2
2797,India,Shivam Mavi,6,2,0,28,26,14.0,18,155.55,0,0,0,2,2,2023,2023,T20,0
2798,India,A Nehra,27,5,0,28,22,5.6,39,71.79,0,0,3,1,2,2009,2017,T20,8
2536,Sri_Lanka_Lanka,MD Wettimuny,2,4,0,28,17,7.0,103,27.18,0,0,1,2,0,1983,1983,Test,0
3568,West_Indies_Indies,S Joseph,12,5,5,28,21,0.0,18,155.55,0,0,0,2,2,2024,2025,T20,1
3463,Sri_Lanka_Lanka,J Liyanage,3,3,0,28,11,9.33,45,62.22,0,0,0,0,0,2022,2022,T20,0
3638,Afghanistan,Shapoor Zadran,36,13,6,27,13,3.85,65,41.53,0,0,3,0,3,2010,2020,T20,10
3278,Pakistan,Zulfiqar Babar,7,3,3,27,13,0.0,27,100.0,0,0,0,2,1,2013,2014,T20,1
2990,Bangladesh,Nadif Chowdhury,3,3,0,27,12,9.0,23,117.39,0,0,0,2,0,2006,2007,T20,1
1004,South_Africa_Africa,GF Linde,2,2,1,27,18,27.0,29,93.1,0,0,0,3,0,2021,2021,ODI,0
3078,England,MA Wood,38,7,5,27,10,13.5,28,96.42,0,0,1,2,0,2015,2025,T20,10
3569,West_Indies_Indies,NE Bonner,2,2,0,27,24,13.5,38,71.05,0,0,0,2,0,2011,2012,T20,1
3464,Sri_Lanka_Lanka,SS Pathirana,5,5,0,27,14,5.4,24,112.5,0,0,0,3,0,2016,2017,T20,1
3077,England,MP Vaughan,2,2,0,27,27,13.5,22,122.72,0,0,1,4,0,2005,2007,T20,2
2799,India,Avesh Khan,25,5,3,27,16,13.5,20,135.0,0,0,0,3,1,2022,2024,T20,2
396,Bangladesh,Mosharraf Hossain,5,5,1,26,8,6.5,75,34.66,0,0,0,0,0,2008,2016,ODI,8
2991,Bangladesh,Shahadat Hossain,3,2,0,26,21,13.0,33,78.78,0,0,0,3,0,2023,2023,T20,0
397,Bangladesh,Tareq Aziz,10,8,7,26,11,26.0,73,35.61,0,0,1,2,0,2002,2004,ODI,2
3371,South_Africa_Africa,TB de Bruyn,2,2,0,26,19,13.0,16,162.5,0,0,0,3,1,2017,2017,T20,0
1006,South_Africa_Africa,TG Shaw,9,6,4,26,17,13.0,35,74.28,0,0,1,1,0,1991,1994,ODI,3
1005,South_Africa_Africa,CEB Rice,3,2,0,26,14,13.0,37,70.27,0,0,0,1,1,1991,1991,ODI,0
3570,West_Indies_Indies,D Ganga,1,1,0,26,26,26.0,31,83.87,0,0,0,3,1,2006,2006,T20,0
2992,Bangladesh,Shahriar Nafees,1,1,0,25,25,25.0,17,147.05,0,0,0,3,1,2006,2006,T20,0
398,Bangladesh,Nasir Ahmed,7,4,2,25,11,12.5,62,40.32,0,0,0,1,0,1988,1990,ODI,2
3465,Sri_Lanka_Lanka,CRD Fernando,18,7,2,25,21,5.0,27,92.59,0,0,2,4,0,2006,2016,T20,10
2901,Australia,PM Nevill,9,5,4,25,10,25.0,11,227.27,0,0,0,1,2,2016,2016,T20,0
3372,South_Africa_Africa,RK Kleinveldt,6,3,2,25,22,25.0,10,250.0,0,0,0,1,3,2008,2013,T20,5
3174,New_Zealand_Zealand,AM Ellis,5,5,2,25,16,8.33,21,119.04,0,0,0,1,1,2012,2013,T20,1
1381,Afghanistan,Sayed Shirzad,2,1,0,25,25,25.0,17,147.05,0,0,0,2,2,2019,2019,ODI,0
400,Bangladesh,Sheikh Salahuddin,6,5,3,24,12,12.0,136,17.64,0,0,0,0,0,1997,1997,ODI,0
2537,Sri_Lanka_Lanka,MAWR Madurasinghe,3,6,1,24,11,4.8,39,28.2,0,0,1,1,0,1988,1992,Test,4
1008,South_Africa_Africa,BE Hendricks,10,4,1,24,18,8.0,45,53.33,0,0,0,2,0,2019,2023,ODI,4
1007,South_Africa_Africa,N Pothas,3,1,0,24,24,24.0,41,58.53,0,0,0,0,0,2000,2000,ODI,0
2902,Australia,JN Gillespie,1,1,0,24,24,24.0,18,133.33,0,0,0,4,0,2005,2005,T20,0
3175,New_Zealand_Zealand,MJ Henry,25,7,3,24,12,6.0,27,88.88,0,0,1,2,1,2014,2025,T20,11
3079,England,CP Schofield,4,4,3,24,9,24.0,20,120.0,0,0,0,2,0,2007,2007,T20,0
3080,England,JW Dernbach,34,7,2,24,12,4.8,21,114.28,0,0,1,3,0,2011,2014,T20,3
3279,Pakistan,Mohammad Hasnain,28,11,10,24,8,24.0,26,92.3,0,0,0,2,1,2019,2024,T20,5
3280,Pakistan,Rameez Raja,2,2,0,24,23,12.0,29,82.75,0,0,0,2,0,2011,2011,T20,0
1784,Bangladesh,Sunzamul Islam,1,1,0,24,24,24.0,56,42.85,0,0,0,1,0,2018,2018,Test,0
1785,Bangladesh,Mohammad Naim,1,2,0,24,24,12.0,103,23.3,0,0,1,1,0,2022,2022,Test,0
399,Bangladesh,Rafiqul Alam,2,2,0,24,14,12.0,63,38.09,0,0,0,0,0,1986,1986,ODI,0
1382,Afghanistan,Hasti Gul,2,1,1,23,23,0.0,11,209.09,0,0,0,2,1,2009,2009,ODI,0
1383,Afghanistan,Amir Hamza,31,16,9,23,7,3.28,94,24.46,0,0,1,0,1,2012,2017,ODI,5
