,Country,Player,Matches,Innings,Not_Out,Runs,Highest_score,Average,Ball_Faced,Strike_Rate,Hundreds,Fiftys,Zeros,Fours,Sixes,Start_Year,End/Current_Year,Format
527,Pakistan,Abdul Samad,5,4,0,66,44,16.5,58,113.79,0,0,0,4,3,2025,2025,T20
528,Pakistan,Shoaib Khan,4,4,0,65,50,16.25,74,87.83,0,1,1,7,0,2008,2008,T20
529,Pakistan,Mohammad Amir,62,17,8,65,21,7.22,76,85.52,0,0,2,3,3,2009,2024,T20
530,Pakistan,Abdullah Shafique,6,6,1,64,41,12.8,53,120.75,0,0,4,5,3,2020,2023,T20
531,Pakistan,Arafat Minhas,4,3,1,60,25,30.0,56,107.14,0,0,0,5,2,2023,2024,T20
532,Pakistan,Naseem Shah,30,11,4,51,16,7.28,46,110.86,0,0,4,4,3,2022,2024,T20
533,Pakistan,Mohammad Yousuf,3,3,0,50,26,16.66,43,116.27,0,0,0,5,1,2006,2010,T20
534,Pakistan,Mohammad Wasim,29,11,7,46,12,11.5,53,86.79,0,0,1,5,1,2021,2024,T20
535,Pakistan,Saad Nasim,3,2,0,44,25,22.0,53,83.01,0,0,0,0,1,2014,2014,T20
536,Pakistan,Qasim Akram,4,3,0,41,20,13.66,45,91.11,0,0,0,6,0,2023,2024,T20
537,Pakistan,Rafatullah Mohmand,3,3,0,39,23,13.0,45,86.66,0,0,1,4,0,2015,2015,T20
538,Pakistan,Danish Aziz,2,2,0,37,22,18.5,35,105.71,0,0,0,1,1,2021,2021,T20
539,Pakistan,Mirza Baig,3,3,1,36,32,18.0,29,124.13,0,0,1,5,2,2023,2023,T20
540,Pakistan,Haseebullah Khan,3,3,0,36,24,12.0,30,120.0,0,0,1,4,1,2024,2024,T20
541,Pakistan,Usman Qadir,25,9,5,36,18,9.0,30,120.0,0,0,2,3,1,2020,2023,T20
542,Pakistan,Ahsan Ali,2,2,0,36,36,18.0,39,92.3,0,0,1,4,0,2020,2020,T20
543,Pakistan,Hammad Azam,5,4,1,34,21,11.33,34,100.0,0,0,0,3,1,2012,2013,T20
544,Pakistan,Jahandad Khan,8,5,1,29,17,7.25,34,85.29,0,0,1,0,2,2024,2025,T20
545,Pakistan,Zulfiqar Babar,7,3,3,27,13,0.0,27,100.0,0,0,0,2,1,2013,2014,T20
546,Pakistan,Mohammad Hasnain,28,11,10,24,8,24.0,26,92.3,0,0,0,2,1,2019,2024,T20
547,Pakistan,Rameez Raja,2,2,0,24,23,12.0,29,82.75,0,0,0,2,0,2011,2011,T20
548,Pakistan,Bilawal Bhatti,9,4,2,23,13,11.5,14,164.28,0,0,1,2,1,2013,2015,T20
549,Pakistan,Rohail Nazir,3,2,0,23,13,11.5,23,100.0,0,0,0,0,3,2023,2023,T20
550,Pakistan,Zulqarnain Haider,3,3,0,23,17,7.66,30,76.66,0,0,0,1,0,2007,2010,T20
551,Pakistan,Abdur Rehman,8,5,3,22,7,11.0,29,75.86,0,0,0,0,0,2007,2013,T20
552,Pakistan,Shoaib Akhtar,15,6,3,21,8,7.0,16,131.25,0,0,1,2,1,2006,2010,T20
553,Pakistan,Imam-ul-Haq,2,2,0,21,14,10.5,25,84.0,0,0,0,2,0,2019,2019,T20
554,Pakistan,Mohammad Sami,13,4,3,21,8,21.0,30,70.0,0,0,0,2,0,2010,2016,T20
555,Pakistan,Nauman Anwar,1,1,0,18,18,18.0,10,180.0,0,0,0,2,1,2015,2015,T20
556,Pakistan,Naved-ul-Hasan,4,2,1,18,17,18.0,16,112.5,0,0,0,0,2,2006,2010,T20
557,Pakistan,Raza Hasan,10,4,4,18,13,0.0,25,72.0,0,0,0,2,0,2012,2014,T20
558,Pakistan,Ahmed Daniyal,2,1,0,17,17,17.0,11,154.54,0,0,0,3,0,2025,2025,T20
559,Pakistan,Shahnawaz Dahani,11,1,0,16,16,16.0,6,266.66,0,0,0,0,2,2021,2022,T20
560,Pakistan,Aamer Yamin,2,1,1,15,15,0.0,6,250.0,0,0,0,1,1,2015,2018,T20
561,Pakistan,Yasir Shah,2,1,1,11,11,0.0,7,157.14,0,0,0,1,0,2011,2011,T20
562,Pakistan,Inzamam-ul-Haq,1,1,1,11,11,0.0,15,73.33,0,0,0,0,1,2006,2006,T20
563,Pakistan,Khurram Manzoor,3,3,0,11,10,3.66,27,40.74,0,0,1,1,0,2016,2016,T20
564,Pakistan,Mohammad Asif,11,3,3,9,5,0.0,3,300.0,0,0,0,2,0,2006,2010,T20
565,Pakistan,Sufiyan Muqeem,13,7,3,9,5,2.25,14,64.28,0,0,2,0,0,2023,2025,T20
566,Pakistan,Zaman Khan,10,2,2,8,8,0.0,9,88.88,0,0,0,0,1,2023,2024,T20
567,Pakistan,Usama Mir,5,4,1,7,5,2.33,7,100.0,0,0,1,1,0,2024,2024,T20
568,Pakistan,Ihsanullah,4,1,1,6,6,0.0,8,75.0,0,0,0,1,0,2023,2023,T20
569,Pakistan,Mohammad Salman,1,1,0,5,5,5.0,6,83.33,0,0,0,0,0,2011,2011,T20
570,Pakistan,Mohammad Irfan,22,4,4,4,2,0.0,8,50.0,0,0,0,0,0,2012,2019,T20
571,Pakistan,Junaid Khan,9,2,2,3,3,0.0,4,75.0,0,0,0,0,0,2011,2014,T20
572,Pakistan,Abrar Ahmed,14,3,2,3,2,3.0,8,37.5,0,0,0,0,0,2024,2025,T20
573,Pakistan,Usman Shinwari,16,3,3,2,2,0.0,3,66.66,0,0,0,0,0,2013,2019,T20
574,Pakistan,Sohail Khan,5,1,1,1,1,0.0,1,100.0,0,0,0,0,0,2008,2017,T20
575,Pakistan,Mohammad Ali,3,2,2,1,1,0.0,1,100.0,0,0,0,0,0,2025,2025,T20
577,South,Q de Kock,92,91,9,2584,100,31.51,1868,138.32,1,16,7,264,103,2012,2024,T20
578,South,DA Miller,127,112,36,2550,106,33.55,1806,141.19,2,8,3,166,128,2010,2024,T20
579,South,RR Hendricks,83,82,2,2382,117,29.77,1826,130.44,1,17,5,259,68,2014,2025,T20
580,South,JP Duminy,81,75,25,1934,96,38.68,1532,126.24,0,11,6,138,71,2007,2019,T20
581,South,AB de Villiers,78,75,11,1672,79,26.12,1237,135.16,0,10,5,140,60,2006,2017,T20
582,South,F du Plessis,47,47,7,1466,119,36.65,1092,134.24,1,10,0,135,47,2012,2020,T20
583,South,AK Markram,58,54,8,1379,70,29.97,956,144.24,0,9,2,126,56,2019,2025,T20
584,South,HE van der Dussen,55,51,10,1363,94,33.24,1063,128.22,0,10,2,85,62,2018,2025,T20
585,South,HM Amla,41,41,5,1158,97,32.16,883,131.14,0,7,2,133,23,2009,2018,T20
586,South,H Klaasen,58,53,10,1000,81,23.25,705,141.84,0,5,2,72,52,2018,2024,T20
587,South,GC Smith,33,33,2,982,89,31.67,770,127.53,0,5,1,123,26,2005,2011,T20
588,South,RR Rossouw,29,27,5,767,109,34.86,480,159.79,2,3,5,69,39,2014,2023,T20
589,South,T Stubbs,36,30,6,707,76,29.45,524,134.92,0,2,3,62,28,2022,2025,T20
590,South,T Bavuma,36,35,4,670,72,21.61,567,118.16,0,1,6,62,16,2019,2023,T20
591,South,JH Kallis,25,23,4,666,73,35.05,558,119.35,0,5,0,56,20,2005,2012,T20
592,South,JA Morkel,50,38,11,572,43,21.18,402,142.28,0,0,1,29,39,2005,2015,T20
593,South,F Behardien,38,30,14,518,64,32.37,404,128.21,0,1,1,37,16,2012,2018,T20
594,South,HH Gibbs,23,23,1,400,90,18.18,318,125.78,0,3,4,45,12,2005,2010,T20
595,South,RD Rickelton,14,14,0,334,76,23.85,250,133.6,0,2,0,25,17,2024,2025,T20
596,South,LE Bosman,14,14,1,323,94,24.84,219,147.48,0,3,2,27,20,2006,2010,T20
597,South,MV Boucher,25,21,6,268,36,17.86,275,97.45,0,0,0,22,2,2005,2010,T20
598,South,D Pretorius,30,17,5,261,77,21.75,159,164.15,0,1,2,22,15,2017,2022,T20
599,South,JN Malan,11,11,0,241,55,21.9,186,129.56,0,1,1,25,11,2019,2021,T20
600,South,RE Levi,13,13,2,236,117,21.45,167,141.31,1,1,3,20,15,2012,2012,T20
601,South,MN van Wyk,8,7,1,225,114,37.5,157,143.31,1,1,0,19,14,2007,2015,T20
602,South,GF Linde,22,17,3,225,48,16.07,160,140.62,0,0,3,12,13,2020,2025,T20
603,South,CA Ingram,9,9,1,210,78,26.25,162,129.62,0,1,1,23,7,2010,2012,T20
604,South,JM Kemp,8,7,3,203,89,50.75,160,126.87,0,1,0,17,10,2005,2007,T20
605,South,J Botha,40,20,9,201,34,18.27,165,121.81,0,0,1,15,9,2006,2012,T20
606,South,JT Smuts,13,13,0,174,45,13.38,165,105.45,0,0,1,18,6,2017,2021,T20
607,South,WD Parnell,56,23,13,174,29,17.4,180,96.66,0,0,1,13,4,2009,2023,T20
608,South,M Jansen,17,12,3,166,54,18.44,111,149.54,0,1,1,13,11,2022,2024,T20
609,South,K Rabada,66,25,15,166,22,16.6,147,112.92,0,0,4,14,6,2014,2025,T20
610,South,AL Phehlukwayo,42,25,7,166,27,9.22,153,108.49,0,0,7,16,5,2017,2024,T20
611,South,H Davids,9,9,0,161,68,17.88,134,120.14,0,2,2,18,4,2012,2013,T20
612,South,JL Ontong,14,10,0,158,48,15.8,109,144.95,0,0,1,6,11,2008,2015,T20
613,South,MP Breetzke,10,10,1,151,51,16.77,123,122.76,0,1,0,13,6,2023,2024,T20
614,South,D Brevis,8,8,1,140,41,20.0,84,166.66,0,0,1,6,12,2023,2025,T20
615,South,CH Morris,23,13,4,133,55,14.77,102,130.39,0,1,3,12,5,2012,2019,T20
616,South,RA Herman,5,5,0,130,63,26.0,98,132.65,0,1,0,11,5,2025,2025,T20
617,South,PJ van Biljon,10,8,2,125,42,20.83,101,123.76,0,0,0,10,4,2020,2021,T20
618,South,RJ Peterson,21,12,4,124,34,15.5,113,109.73,0,0,1,13,2,2006,2014,T20
619,South,M Mosehle,7,6,1,105,36,21.0,65,161.53,0,0,0,6,9,2017,2017,T20
620,South,PWA Mulder,11,8,2,105,36,17.5,90,116.66,0,0,1,8,3,2021,2024,T20
621,South,KA Maharaj,39,15,6,103,41,11.44,115,89.56,0,0,2,6,5,2021,2024,T20
622,South,G Coetzee,12,11,2,98,23,10.88,77,127.27,0,0,3,6,6,2023,2025,T20
623,South,LG Pretorius,6,6,0,97,51,16.16,75,129.33,0,1,1,14,2,2025,2025,T20
624,South,D Wiese,20,11,4,92,28,13.14,75,122.66,0,0,1,4,3,2013,2016,T20
625,South,SM Pollock,12,9,2,86,36,12.28,70,122.85,0,0,3,4,4,2005,2008,T20
626,South,D Ferreira,6,5,0,79,48,15.8,50,158.0,0,0,0,2,6,2023,2024,T20
627,South,BC Fortuin,25,16,7,76,17,8.44,72,105.55,0,0,3,11,0,2019,2024,T20
628,South,PE Kruger,7,5,1,72,44,18.0,60,120.0,0,0,0,6,3,2024,2024,T20
629,South,C Jonker,2,2,0,57,49,28.5,29,196.55,0,0,0,5,3,2018,2018,T20
630,South,RE van der Merwe,13,6,3,57,48,19.0,50,114.0,0,0,1,2,4,2009,2010,T20
631,South,HG Kuhn,7,6,2,49,29,12.25,42,116.66,0,0,0,3,2,2009,2017,T20
632,South,JJ van der Wath,8,4,1,46,21,15.33,39,117.94,0,0,0,3,1,2006,2007,T20
633,South,L Ngidi,48,14,9,41,13,8.2,53,77.35,0,0,2,4,0,2017,2025,T20
634,South,C Bosch,5,4,2,36,23,18.0,25,144.0,0,0,0,3,1,2025,2025,T20
635,South,SSB Magala,6,3,2,34,18,34.0,18,188.88,0,0,0,1,4,2021,2023,T20
636,South,J Theron,9,3,3,32,31,0.0,21,152.38,0,0,0,3,1,2010,2012,T20
637,South,A Simelane,8,6,1,32,11,6.4,39,82.05,0,0,0,2,1,2024,2025,T20
638,South,N Peter,11,5,3,29,10,14.5,25,116.0,0,0,0,3,0,2024,2025,T20
639,South,TB de Bruyn,2,2,0,26,19,13.0,16,162.5,0,0,0,3,1,2017,2017,T20
640,South,RK Kleinveldt,6,3,2,25,22,25.0,10,250.0,0,0,0,1,3,2008,2013,T20
641,South,KJ Abbott,21,6,4,23,9,11.5,20,115.0,0,0,0,2,0,2013,2016,T20
642,South,M Morkel,41,7,5,21,8,10.5,16,131.25,0,0,0,3,1,2007,2017,T20
643,South,DW Steyn,47,12,6,21,5,3.5,26,80.76,0,0,2,2,0,2007,2020,T20
644,South,Imran Tahir,35,4,3,19,9,19.0,18,105.55,0,0,0,1,1,2013,2019,T20
645,South,KT Maphaka,9,5,4,19,12,19.0,23,82.6,0,0,1,2,0,2024,2025,T20
646,South,CJ Dala,10,4,3,19,12,19.0,28,67.85,0,0,0,1,0,2018,2021,T20
647,South,AM Phangiso,16,3,0,19,13,6.33,29,65.51,0,0,0,1,0,2012,2018,T20
648,South,BE Hendricks,19,5,2,18,12,6.0,23,78.26,0,0,1,0,1,2014,2021,T20
649,South,A Nortje,42,12,6,17,4,2.83,35,48.57,0,0,2,1,0,2019,2024,T20
650,South,WJ Lubbe,2,2,0,16,12,8.0,10,160.0,0,0,0,4,0,2021,2021,T20
651,South,GL Cloete,2,2,0,15,13,7.5,15,100.0,0,0,0,2,0,2018,2019,T20
652,South,S Muthusamy,4,4,1,15,8,5.0,15,100.0,0,0,1,1,1,2025,2025,T20
653,South,VB van Jaarsveld,3,3,0,15,12,5.0,23,65.21,0,0,1,0,0,2009,2009,T20
654,South,AN Petersen,2,2,0,14,8,7.0,19,73.68,0,0,0,1,0,2010,2010,T20
655,South,VD Philander,7,4,0,14,6,3.5,28,50.0,0,0,0,0,0,2007,2007,T20
656,South,AJ Hall,2,1,0,11,11,11.0,10,110.0,0,0,0,1,0,2006,2006,T20
657,South,L Sipamla,11,3,1,11,8,5.5,15,73.33,0,0,1,1,0,2019,2024,T20
658,South,M Ntini,10,4,2,10,5,5.0,11,90.9,0,0,1,2,0,2005,2011,T20
659,South,T Shamsi,70,14,9,10,4,2.0,27,37.03,0,0,5,0,0,2017,2024,T20
660,South,R McLaren,12,4,3,9,6,9.0,13,69.23,0,0,0,0,0,2009,2014,T20
661,South,GH Bodi,1,1,0,8,8,8.0,25,32.0,0,0,0,0,0,2007,2007,T20
662,South,ND McKenzie,2,1,1,7,7,0.0,8,87.5,0,0,0,0,0,2006,2009,T20
663,South,JF Smith,1,1,1,6,6,0.0,6,100.0,0,0,0,0,0,2024,2024,T20
664,South,JA Rudolph,1,1,1,6,6,0.0,7,85.71,0,0,0,0,0,2006,2006,T20
665,South,LB Williams,15,7,3,6,2,1.5,17,35.29,0,0,3,0,0,2021,2024,T20
666,South,D Paterson,8,2,1,5,4,5.0,2,250.0,0,0,0,1,0,2017,2018,T20
667,South,R Telemachus,3,1,1,5,5,0.0,3,166.66,0,0,0,0,0,2006,2007,T20
668,South,AG Prince,1,1,0,5,5,5.0,6,83.33,0,0,0,0,0,2005,2005,T20
669,South,CK Langeveldt,9,3,2,4,2,4.0,8,50.0,0,0,0,0,0,2005,2010,T20
670,South,GJP Kruger,1,1,0,3,3,3.0,5,60.0,0,0,0,0,0,2006,2006,T20
671,South,GJ Snyman,1,1,0,2,2,2.0,6,33.33,0,0,0,0,0,2021,2021,T20
672,South,LL Tsotsobe,23,3,2,2,1,2.0,10,20.0,0,0,0,0,0,2009,2014,T20
673,South,J Louw,2,1,1,1,1,0.0,1,100.0,0,0,0,0,0,2008,2009,T20
674,South,N Burger,5,1,0,1,1,1.0,3,33.33,0,0,0,0,0,2023,2025,T20
675,South,HH Dippenaar,1,1,0,1,1,1.0,5,20.0,0,0,0,0,0,2006,2006,T20
676,South,OEG Baartman,12,2,0,1,1,0.5,6,16.66,0,0,1,0,0,2024,2024,T20
678,Sri,MDKJ Perera,80,79,3,2080,101,27.36,1563,133.07,1,15,6,201,66,2013,2025,T20
679,Sri,BKG Mendis,81,81,3,2007,86,25.73,1518,132.21,0,16,6,173,85,2016,2025,T20
680,Sri,TM Dilshan,80,79,12,1889,104,28.19,1567,120.54,1,13,10,223,33,2006,2016,T20
681,Sri,P Nissanka,65,64,3,1854,90,30.39,1524,121.65,0,14,5,193,45,2021,2025,T20
682,Sri,MD Shanaka,105,96,21,1511,74,20.14,1230,122.84,0,5,13,113,74,2015,2025,T20
683,Sri,DPMD Jayawardene,55,55,8,1493,100,31.76,1121,133.18,1,9,4,173,33,2006,2014,T20
684,Sri,AD Mathews,90,73,22,1416,81,27.76,1175,120.51,0,6,1,92,50,2009,2024,T20
685,Sri,KC Sangakkara,56,53,9,1382,78,31.4,1156,119.55,0,8,2,139,20,2006,2014,T20
686,Sri,KIC Asalanka,61,60,7,1263,80,23.83,988,127.83,0,6,7,86,61,2021,2025,T20
687,Sri,LD Chandimal,69,62,7,1066,66,19.38,1030,103.49,0,6,0,90,22,2010,2025,T20
688,Sri,NLTC Perera,80,70,21,1047,58,21.36,714,146.63,0,2,8,76,53,2010,2021,T20
689,Sri,DM de Silva,45,44,4,847,66,21.17,731,115.86,0,3,2,71,18,2015,2024,T20
690,Sri,MD Gunathilaka,46,45,0,741,57,16.46,615,120.48,0,3,4,78,21,2016,2022,T20
691,Sri,PBB Rajapaksa,44,39,7,733,77,22.9,552,132.78,0,3,3,63,31,2019,2025,T20
692,Sri,PW Hasaranga,79,67,14,712,71,13.43,552,128.98,0,2,8,71,16,2019,2025,T20
693,Sri,CK Kapugedera,43,38,7,703,50,22.67,591,118.95,0,1,0,58,25,2006,2017,T20
694,Sri,ST Jayasuriya,31,30,3,629,88,23.29,487,129.15,0,4,4,76,23,2006,2011,T20
695,Sri,N Dickwella,28,27,1,480,68,18.46,366,131.14,0,1,2,61,9,2016,2021,T20
696,Sri,WU Tharanga,26,26,1,407,47,16.28,330,123.33,0,0,3,42,12,2006,2018,T20
697,Sri,PHKD Mendis,24,22,1,402,65,19.14,326,123.31,0,2,2,40,14,2018,2025,T20
698,Sri,WIA Fernando,39,37,3,376,37,11.05,408,92.15,0,0,5,28,8,2019,2025,T20
699,Sri,S Samarawickrama,19,18,2,310,61,19.37,282,109.92,0,2,2,32,2,2017,2024,T20
700,Sri,HDRL Thirimanne,26,20,2,291,44,16.16,267,108.98,0,0,1,27,5,2012,2016,T20
701,Sri,C Karunaratne,44,35,16,291,31,15.31,276,105.43,0,0,7,15,12,2021,2025,T20
702,Sri,TAM Siriwardana,22,19,3,275,42,17.18,208,132.21,0,0,4,16,12,2015,2017,T20
703,Sri,I Udana,35,25,11,256,84,18.28,186,137.63,0,1,3,16,14,2009,2021,T20
704,Sri,GSNFG Jayasuriya,18,16,0,241,40,15.06,222,108.55,0,0,1,20,8,2015,2020,T20
705,Sri,J Mubarak,16,15,4,238,46,21.63,188,126.59,0,0,2,21,8,2007,2009,T20
706,Sri,DAS Gunaratne,12,12,3,225,84,25.0,178,126.4,0,2,2,19,6,2016,2017,T20
707,Sri,EMDY Munaweera,13,13,1,215,53,17.91,164,131.09,0,1,1,25,7,2012,2017,T20
708,Sri,KMDN Kulasekara,58,30,9,215,31,10.23,184,116.84,0,0,4,14,7,2008,2017,T20
709,Sri,S Prasanna,20,20,6,214,37,15.28,161,132.91,0,0,0,13,13,2013,2017,T20
710,Sri,BMAJ Mendis,22,15,4,207,43,18.81,174,118.96,0,0,1,18,6,2011,2018,T20
711,Sri,LPC Silva,16,15,2,175,38,13.46,177,98.87,0,0,0,19,3,2006,2011,T20
712,Sri,SL Malinga,84,33,12,136,27,6.47,161,84.47,0,0,8,9,5,2006,2020,T20
713,Sri,BOP Fernando,7,6,1,128,78,25.6,114,112.28,0,1,0,11,4,2019,2021,T20
714,Sri,PVD Chameera,55,28,13,101,24,6.73,113,89.38,0,0,3,9,1,2015,2024,T20
715,Sri,KNA Bandara,6,5,1,97,44,24.25,88,110.22,0,0,0,4,5,2021,2023,T20
716,Sri,ML Udawatte,8,8,0,96,25,12.0,87,110.34,0,0,2,10,2,2008,2017,T20
717,Sri,M Theekshana,63,28,10,78,14,4.33,123,63.41,0,0,7,4,2,2021,2025,T20
718,Sri,A Dananjaya,33,16,8,65,11,8.12,72,90.27,0,0,2,7,0,2012,2024,T20
719,Sri,M Bhanuka,5,4,0,64,36,16.0,66,96.96,0,0,1,7,0,2019,2021,T20
720,Sri,AK Perera,6,5,0,59,16,11.8,65,90.76,0,0,0,5,1,2013,2019,T20
721,Sri,SMSM Senanayake,24,12,6,56,17,9.33,66,84.84,0,0,2,3,1,2012,2016,T20
722,Sri,SMA Priyanjan,3,3,2,54,40,54.0,62,87.09,0,0,0,1,2,2017,2017,T20
723,Sri,K Weeraratne,5,5,2,49,20,16.33,45,108.88,0,0,0,4,1,2008,2009,T20
724,Sri,CU Jayasinghe,5,3,2,49,38,49.0,49,100.0,0,0,0,3,1,2009,2010,T20
725,Sri,B Fernando,23,7,3,43,20,10.75,48,89.58,0,0,1,3,1,2015,2025,T20
726,Sri,KDK Vithanage,3,3,0,40,38,13.33,34,117.64,0,0,0,7,0,2014,2016,T20
727,Sri,JDF Vandersay,17,10,7,35,8,11.66,40,87.5,0,0,0,3,1,2015,2025,T20
728,Sri,RJMGM Rupasinghe,2,2,0,33,18,16.5,39,84.61,0,0,0,2,0,2009,2009,T20
729,Sri,WPUJC Vaas,6,2,1,33,21,33.0,41,80.48,0,0,0,1,0,2006,2007,T20
730,Sri,MF Maharoof,8,5,1,33,13,8.25,43,76.74,0,0,1,0,1,2006,2016,T20
731,Sri,CAK Rajitha,18,8,5,31,9,10.33,53,58.49,0,0,1,2,0,2016,2023,T20
732,Sri,J Liyanage,3,3,0,28,11,9.33,45,62.22,0,0,0,0,0,2022,2022,T20
733,Sri,SS Pathirana,5,5,0,27,14,5.4,24,112.5,0,0,0,3,0,2016,2017,T20
734,Sri,CRD Fernando,18,7,2,25,21,5.0,27,92.59,0,0,2,4,0,2006,2016,T20
735,Sri,PADLR Sandakan,20,7,4,23,10,7.66,38,60.52,0,0,0,2,0,2017,2021,T20
736,Sri,PC de Silva,2,2,0,22,21,11.0,22,100.0,0,0,0,1,0,2017,2017,T20
737,Sri,SSD Arachchige,1,1,0,22,22,22.0,29,75.86,0,0,0,0,1,2023,2023,T20
738,Sri,LD Madushanka,3,3,0,22,20,7.33,29,75.86,0,0,0,1,0,2019,2021,T20
739,Sri,JRMVB Sanjaya,8,5,2,20,6,6.66,18,111.11,0,0,0,3,0,2017,2017,T20
740,Sri,RLB Rambukwella,2,1,0,19,19,19.0,16,118.75,0,0,0,1,1,2013,2016,T20
741,Sri,HGJM Kulatunga,2,2,0,19,11,9.5,38,50.0,0,0,0,0,0,2008,2008,T20
742,Sri,LHD Dilhara,2,1,1,18,18,0.0,9,200.0,0,0,0,0,1,2008,2008,T20
743,Sri,RTM Mendis,4,3,0,17,12,5.66,21,80.95,0,0,0,0,1,2021,2024,T20
744,Sri,M Pathirana,19,9,4,17,6,3.4,32,53.12,0,0,3,1,0,2022,2024,T20
745,Sri,L Croospulle,1,1,0,16,16,16.0,12,133.33,0,0,0,2,1,2023,2023,T20
746,Sri,K Mishara,3,3,0,15,13,5.0,19,78.94,0,0,0,2,0,2022,2022,T20
747,Sri,C Wickramasinghe,3,3,3,14,6,0.0,11,127.27,0,0,0,2,0,2024,2025,T20
748,Sri,V Viyaskanth,1,1,1,13,13,0.0,19,68.42,0,0,0,1,0,2023,2023,T20
749,Sri,SHT Kandamby,5,4,0,13,10,3.25,21,61.9,0,0,1,0,0,2008,2011,T20
750,Sri,HMCM Bandara,4,3,1,12,7,6.0,15,80.0,0,0,0,0,0,2006,2009,T20
751,Sri,DN Wellalage,4,2,1,12,11,12.0,16,75.0,0,0,0,1,1,2024,2024,T20
752,Sri,AM Fernando,7,3,3,11,10,0.0,5,220.0,0,0,0,2,0,2022,2024,T20
753,Sri,KS Lokuarachchi,2,2,0,11,11,5.5,13,84.61,0,0,1,1,0,2012,2012,T20
754,Sri,CBRLS Kumara,26,6,3,10,4,3.33,11,90.9,0,0,1,2,0,2019,2023,T20
755,Sri,N Pradeep,16,6,5,10,8,10.0,15,66.66,0,0,1,1,0,2016,2021,T20
756,Sri,S Daniel,1,1,0,9,9,9.0,6,150.0,0,0,0,2,0,2023,2023,T20
757,Sri,RS Fernando,1,1,0,9,9,9.0,10,90.0,0,0,0,1,0,2023,2023,T20
758,Sri,N Thushara,21,8,6,9,6,4.5,17,52.94,0,0,1,1,0,2022,2025,T20
759,Sri,S Randiv,7,2,0,8,6,4.0,6,133.33,0,0,0,1,0,2010,2011,T20
760,Sri,HMRKB Herath,17,6,3,8,3,2.66,12,66.66,0,0,0,0,0,2011,2016,T20
761,Sri,BAW Mendis,39,8,5,8,4,2.66,17,47.05,0,0,0,1,0,2008,2014,T20
762,Sri,RP Arnold,1,1,0,7,7,7.0,7,100.0,0,0,0,0,0,2006,2006,T20
763,Sri,RAS Lakmal,11,6,3,7,5,2.33,11,63.63,0,0,2,1,0,2011,2019,T20
764,Sri,RMS Eranga,3,1,0,6,6,6.0,7,85.71,0,0,0,1,0,2012,2013,T20
765,Sri,N Vimukthi,1,1,0,6,6,6.0,12,50.0,0,0,0,0,0,2023,2023,T20
766,Sri,MS Atapattu,2,1,0,5,5,5.0,8,62.5,0,0,0,0,0,2006,2006,T20
767,Sri,MNK Fernando,1,1,0,5,5,5.0,8,62.5,0,0,0,1,0,2023,2023,T20
768,Sri,T Thushara,6,2,0,4,3,2.0,8,50.0,0,0,0,0,0,2008,2010,T20
769,Sri,ST de Silva,3,2,0,3,3,1.5,7,42.85,0,0,1,0,0,2017,2017,T20
770,Sri,MVT Fernando,1,1,0,2,2,2.0,2,100.0,0,0,0,0,0,2017,2017,T20
771,Sri,UWMBCA Welegedara,2,1,1,2,2,0.0,3,66.66,0,0,0,0,0,2010,2010,T20
772,Sri,Pramod Madushan,8,3,1,2,1,1.0,4,50.0,0,0,1,0,0,2022,2023,T20
773,Sri,KMC Bandara,1,1,1,2,2,0.0,4,50.0,0,0,0,0,0,2016,2016,T20
774,Sri,D Madushanka,15,5,1,2,1,0.5,7,28.57,0,0,3,0,0,2022,2024,T20
775,Sri,SMLD Samarakoon,1,1,0,1,1,1.0,3,33.33,0,0,0,0,0,2023,2023,T20
776,Sri,G Wijekoon,3,2,1,1,1,1.0,5,20.0,0,0,1,0,0,2007,2007,T20
777,Sri,M Muralidaran,12,2,0,1,1,0.5,5,20.0,0,0,1,0,0,2006,2010,T20
778,Sri,MDK Perera,3,2,0,1,1,0.5,6,16.66,0,0,1,0,0,2011,2011,T20
780,West,N Pooran,106,97,10,2275,98,26.14,1668,136.39,0,13,3,152,149,2016,2024,T20
781,West,R Powell,99,87,12,1925,107,25.66,1361,141.44,1,9,2,118,125,2017,2025,T20
782,West,CH Gayle,79,75,7,1899,117,27.92,1381,137.5,2,14,4,158,124,2006,2021,T20
783,West,E Lewis,65,64,4,1782,125,29.7,1155,154.28,2,13,6,135,136,2016,2025,T20
784,West,BA King,68,66,5,1659,85,27.19,1221,135.87,0,13,5,180,73,2019,2025,T20
785,West,MN Samuels,67,65,10,1611,89,29.29,1386,116.23,0,10,0,144,69,2007,2018,T20
786,West,KA Pollard,101,83,21,1569,75,25.3,1161,135.14,0,6,3,94,99,2008,2022,T20
787,West,LMP Simmons,68,67,10,1527,91,26.78,1264,120.8,0,9,6,140,68,2007,2021,T20
788,West,J Charles,64,63,0,1468,118,23.3,1136,129.22,1,5,7,157,69,2011,2025,T20
789,West,DJ Bravo,91,74,17,1255,66,22.01,1091,115.03,0,4,5,73,55,2006,2021,T20
790,West,SD Hope,51,49,6,1210,102,28.13,879,137.65,1,7,3,96,64,2017,2025,T20
791,West,AD Russell,86,75,24,1122,71,22.0,685,163.79,0,3,9,65,95,2011,2025,T20
792,West,SO Hetmyer,69,59,5,1112,81,20.59,882,126.07,0,6,4,73,60,2018,2025,T20
